iso3,district_id,district_name,region,year,pf_incidence_rate,pf_incidence_min,pf_incidence_max,precipitation_sum_mm,rainy_season_precip_mm,precip_anomaly_mm,temp_mean_c,temp_max_c,temp_min_c,relative_humidity_mean
BEN,BEN.1.1_1,Banikoara,Alibori,2000,0.3729,0.34225,0.42516,701.1,691.9,-42.88,27.91,34.06,22.24,47.79
BEN,BEN.1.1_1,Banikoara,Alibori,2001,0.42312,0.38686,0.47832,750.9,738.7,6.92,28.14,34.5,22.29,45.58
BEN,BEN.1.1_1,Banikoara,Alibori,2002,0.46271,0.42796,0.52209,798.7,785.1,54.72,28.2,34.34,22.56,49.02
BEN,BEN.1.1_1,Banikoara,Alibori,2003,0.49202,0.45033,0.55093,762.3,721.4,18.32,28.32,34.37,22.77,49.89
BEN,BEN.1.1_1,Banikoara,Alibori,2004,0.51685,0.47814,0.57409,579.7,543.2,-164.28,28.49,34.67,22.88,48.66
BEN,BEN.1.1_1,Banikoara,Alibori,2005,0.53727,0.49548,0.58873,764.9,735.5,20.92,28.75,34.82,23.18,48.27
BEN,BEN.1.1_1,Banikoara,Alibori,2006,0.54474,0.50385,0.59856,665.1,658.8,-78.88,28.76,35.0,23.06,46.08
BEN,BEN.1.1_1,Banikoara,Alibori,2007,0.54024,0.49446,0.5972,604.5,580.3,-139.48,28.37,34.6,22.73,47.02
BEN,BEN.1.1_1,Banikoara,Alibori,2008,0.53163,0.47733,0.59164,743.2,740.2,-0.78,27.86,34.04,22.16,47.17
BEN,BEN.1.1_1,Banikoara,Alibori,2009,0.54063,0.48195,0.59545,727.6,720.4,-16.38,28.61,34.74,23.06,49.84
BEN,BEN.1.1_1,Banikoara,Alibori,2010,0.552,0.49424,0.59746,802.3,754.8,58.32,28.51,34.53,23.02,50.8
BEN,BEN.1.1_1,Banikoara,Alibori,2011,0.54285,0.48202,0.5869,533.9,520.6,-210.08,28.75,35.04,22.94,46.42
BEN,BEN.1.1_1,Banikoara,Alibori,2012,0.53628,0.46804,0.58005,1103.8,1077.5,359.82,27.93,33.86,22.55,52.52
BEN,BEN.1.1_1,Banikoara,Alibori,2013,0.51092,0.42108,0.55571,655.7,614.4,-88.28,28.33,34.23,23.04,52.12
BEN,BEN.1.1_1,Banikoara,Alibori,2014,0.48351,0.39132,0.52496,741.3,681.9,-2.68,28.42,34.41,22.96,50.78
BEN,BEN.1.1_1,Banikoara,Alibori,2015,0.45902,0.38901,0.51723,782.8,763.3,38.82,28.43,34.52,22.86,47.07
BEN,BEN.1.1_1,Banikoara,Alibori,2016,0.44944,0.35479,0.52658,737.2,673.7,-6.78,28.76,34.82,23.23,49.45
BEN,BEN.1.1_1,Banikoara,Alibori,2017,0.43585,0.32136,0.51439,710.3,708.0,-33.68,28.22,34.17,23.12,47.16
BEN,BEN.1.1_1,Banikoara,Alibori,2018,0.43866,0.31642,0.51433,694.2,660.6,-49.78,27.88,33.69,23.03,51.51
BEN,BEN.1.1_1,Banikoara,Alibori,2019,0.44527,0.3318,0.49897,749.3,734.0,5.32,28.35,34.1,23.39,50.52
BEN,BEN.1.1_1,Banikoara,Alibori,2020,0.42625,0.32979,0.4919,706.9,703.8,-37.08,28.2,33.81,23.26,49.07
BEN,BEN.1.1_1,Banikoara,Alibori,2021,0.42118,0.34944,0.48733,517.1,514.9,-226.88,28.45,34.21,23.39,46.92
BEN,BEN.1.1_1,Banikoara,Alibori,2022,0.40699,0.36528,0.45862,875.6,845.8,131.62,27.45,33.21,22.57,48.95
BEN,BEN.1.1_1,Banikoara,Alibori,2023,0.39024,0.35942,0.43878,678.1,654.7,-65.88,28.49,34.37,23.36,47.45
BEN,BEN.1.1_1,Banikoara,Alibori,2024,0.388,0.3559,0.42266,1076.2,1043.2,332.22,27.99,33.81,23.18,49.56
BEN,BEN.1.1_1,Banikoara,Alibori,2025,0.37911,0.34668,0.40681,880.8,875.6,136.82,27.77,33.63,23.09,54.1
BEN,BEN.1.2_1,Gogounou,Alibori,2000,0.38983,0.35599,0.42859,874.6,862.3,12.95,27.42,33.5,21.83,51.84
BEN,BEN.1.2_1,Gogounou,Alibori,2001,0.43592,0.40382,0.47997,915.6,888.6,53.95,27.73,34.05,21.8,49.1
BEN,BEN.1.2_1,Gogounou,Alibori,2002,0.47115,0.44121,0.51151,991.2,970.9,129.55,27.72,33.81,22.22,52.88
BEN,BEN.1.2_1,Gogounou,Alibori,2003,0.49799,0.46172,0.52982,983.7,925.6,122.05,28.01,34.09,22.45,52.73
BEN,BEN.1.2_1,Gogounou,Alibori,2004,0.52351,0.48977,0.54881,744.5,687.6,-117.15,28.12,34.33,22.52,51.59
BEN,BEN.1.2_1,Gogounou,Alibori,2005,0.54085,0.51081,0.56629,819.6,789.2,-42.05,28.44,34.57,22.89,51.36
BEN,BEN.1.2_1,Gogounou,Alibori,2006,0.54775,0.51653,0.57407,772.0,766.0,-89.65,28.31,34.53,22.62,50.19
BEN,BEN.1.2_1,Gogounou,Alibori,2007,0.54344,0.49681,0.57454,696.4,662.8,-165.25,28.0,34.28,22.4,50.07
BEN,BEN.1.2_1,Gogounou,Alibori,2008,0.52606,0.46489,0.56336,877.0,874.3,15.35,27.6,33.83,21.9,50.18
BEN,BEN.1.2_1,Gogounou,Alibori,2009,0.51554,0.44176,0.56188,913.5,907.6,51.85,28.37,34.58,22.74,52.34
BEN,BEN.1.2_1,Gogounou,Alibori,2010,0.50416,0.40988,0.57252,937.6,890.1,75.95,28.04,34.06,22.65,54.41
BEN,BEN.1.2_1,Gogounou,Alibori,2011,0.4716,0.37166,0.55977,651.8,629.4,-209.85,28.33,34.67,22.59,49.99
BEN,BEN.1.2_1,Gogounou,Alibori,2012,0.44333,0.3384,0.53781,1302.2,1253.5,440.55,27.65,33.65,22.27,55.11
BEN,BEN.1.2_1,Gogounou,Alibori,2013,0.42208,0.31855,0.50434,767.5,720.5,-94.15,28.02,33.98,22.72,54.76
BEN,BEN.1.2_1,Gogounou,Alibori,2014,0.41951,0.29712,0.50344,866.0,791.5,4.35,28.1,34.03,22.68,53.69
BEN,BEN.1.2_1,Gogounou,Alibori,2015,0.43426,0.29723,0.54669,848.7,817.7,-12.95,28.18,34.39,22.57,49.77
BEN,BEN.1.2_1,Gogounou,Alibori,2016,0.45277,0.31431,0.56591,993.2,873.9,131.55,28.21,34.25,22.82,53.5
BEN,BEN.1.2_1,Gogounou,Alibori,2017,0.41749,0.29352,0.54767,787.3,781.7,-74.35,27.81,33.74,22.77,50.37
BEN,BEN.1.2_1,Gogounou,Alibori,2018,0.35916,0.26208,0.48313,833.3,791.6,-28.35,27.4,33.16,22.58,54.89
BEN,BEN.1.2_1,Gogounou,Alibori,2019,0.33318,0.2626,0.42317,782.8,758.1,-78.85,27.66,33.3,22.88,55.1
BEN,BEN.1.2_1,Gogounou,Alibori,2020,0.30771,0.25422,0.37827,700.0,677.4,-161.65,27.81,33.4,22.89,51.58
BEN,BEN.1.2_1,Gogounou,Alibori,2021,0.3172,0.26865,0.38072,655.6,655.0,-206.05,28.08,33.83,23.02,50.01
BEN,BEN.1.2_1,Gogounou,Alibori,2022,0.36562,0.32651,0.42854,928.0,910.1,66.35,27.02,32.78,22.23,51.74
BEN,BEN.1.2_1,Gogounou,Alibori,2023,0.39152,0.35526,0.44645,709.1,695.5,-152.55,27.91,33.83,22.91,51.29
BEN,BEN.1.2_1,Gogounou,Alibori,2024,0.39499,0.36514,0.44091,1089.0,1052.2,227.35,27.72,33.65,22.83,51.65
BEN,BEN.1.2_1,Gogounou,Alibori,2025,0.38868,0.36337,0.42678,962.7,959.9,101.05,27.26,33.15,22.61,57.67
BEN,BEN.1.3_1,Kandi,Alibori,2000,0.37025,0.33546,0.40593,778.9,768.9,32.25,27.92,34.06,22.2,48.57
BEN,BEN.1.3_1,Kandi,Alibori,2001,0.41908,0.3834,0.457,729.5,714.0,-17.15,28.15,34.48,22.21,46.42
BEN,BEN.1.3_1,Kandi,Alibori,2002,0.45292,0.41665,0.48933,880.5,868.6,133.85,28.14,34.23,22.57,50.27
BEN,BEN.1.3_1,Kandi,Alibori,2003,0.48043,0.43845,0.51783,759.1,727.3,12.45,28.46,34.49,22.87,49.83
BEN,BEN.1.3_1,Kandi,Alibori,2004,0.50756,0.47213,0.53835,562.7,535.1,-183.95,28.67,34.83,23.03,48.45
BEN,BEN.1.3_1,Kandi,Alibori,2005,0.52556,0.49283,0.55426,707.9,687.0,-38.75,28.87,34.97,23.24,48.55
BEN,BEN.1.3_1,Kandi,Alibori,2006,0.52521,0.48905,0.55587,640.1,635.5,-106.55,28.78,34.99,23.04,46.93
BEN,BEN.1.3_1,Kandi,Alibori,2007,0.51516,0.47633,0.55177,577.2,562.2,-169.45,28.5,34.76,22.84,47.12
BEN,BEN.1.3_1,Kandi,Alibori,2008,0.4968,0.45467,0.54252,752.7,750.4,6.05,27.97,34.15,22.24,47.59
BEN,BEN.1.3_1,Kandi,Alibori,2009,0.49611,0.44445,0.54155,730.7,725.1,-15.95,28.81,34.96,23.19,49.42
BEN,BEN.1.3_1,Kandi,Alibori,2010,0.50249,0.44095,0.55019,787.3,755.8,40.65,28.55,34.55,23.04,51.46
BEN,BEN.1.3_1,Kandi,Alibori,2011,0.49315,0.41337,0.54514,512.0,498.5,-234.65,28.9,35.25,23.03,46.44
BEN,BEN.1.3_1,Kandi,Alibori,2012,0.49479,0.40625,0.5468,1043.6,1025.5,296.95,28.09,34.04,22.68,52.63
BEN,BEN.1.3_1,Kandi,Alibori,2013,0.48094,0.41352,0.52687,599.0,557.9,-147.65,28.51,34.37,23.14,52.01
BEN,BEN.1.3_1,Kandi,Alibori,2014,0.46145,0.4113,0.50875,766.8,708.9,20.15,28.52,34.47,23.06,50.94
BEN,BEN.1.3_1,Kandi,Alibori,2015,0.43219,0.37837,0.49791,704.9,684.1,-41.75,28.58,34.69,22.95,47.13
BEN,BEN.1.3_1,Kandi,Alibori,2016,0.40823,0.33402,0.4968,797.9,728.5,51.25,28.62,34.62,23.14,51.15
BEN,BEN.1.3_1,Kandi,Alibori,2017,0.35196,0.27548,0.45072,655.8,648.4,-90.85,28.28,34.31,23.05,47.59
BEN,BEN.1.3_1,Kandi,Alibori,2018,0.30742,0.23182,0.39457,758.5,719.0,11.85,27.82,33.63,22.93,52.49
BEN,BEN.1.3_1,Kandi,Alibori,2019,0.30513,0.22368,0.37852,742.7,739.6,-3.95,28.28,34.06,23.3,51.46
BEN,BEN.1.3_1,Kandi,Alibori,2020,0.29931,0.22473,0.36523,745.8,731.0,-0.85,28.27,33.88,23.28,49.31
BEN,BEN.1.3_1,Kandi,Alibori,2021,0.31307,0.2547,0.38373,543.6,543.1,-203.05,28.54,34.32,23.38,47.28
BEN,BEN.1.3_1,Kandi,Alibori,2022,0.35889,0.31241,0.40804,883.0,844.7,136.35,27.54,33.36,22.58,49.03
BEN,BEN.1.3_1,Kandi,Alibori,2023,0.39629,0.35273,0.43819,740.4,719.1,-6.25,28.44,34.38,23.25,48.59
BEN,BEN.1.3_1,Kandi,Alibori,2024,0.39854,0.35943,0.43506,1001.8,977.3,255.15,28.16,34.07,23.22,49.4
BEN,BEN.1.3_1,Kandi,Alibori,2025,0.38669,0.35253,0.41817,1010.6,1006.2,263.95,27.94,33.94,23.18,53.91
BEN,BEN.1.4_1,Karimama,Alibori,2000,0.34093,0.25653,0.38551,495.5,495.0,-80.7,28.74,35.22,22.7,42.92
BEN,BEN.1.4_1,Karimama,Alibori,2001,0.39037,0.29542,0.43734,601.6,598.3,25.4,28.83,35.41,22.68,41.89
BEN,BEN.1.4_1,Karimama,Alibori,2002,0.4349,0.3309,0.47011,639.1,633.4,62.9,28.93,35.29,23.06,45.05
BEN,BEN.1.4_1,Karimama,Alibori,2003,0.4703,0.38034,0.51012,541.9,531.7,-34.3,29.17,35.5,23.27,45.12
BEN,BEN.1.4_1,Karimama,Alibori,2004,0.50009,0.41705,0.54041,357.9,351.4,-218.3,29.33,35.73,23.42,44.02
BEN,BEN.1.4_1,Karimama,Alibori,2005,0.5199,0.43934,0.56348,490.0,478.4,-86.2,29.63,36.01,23.72,43.23
BEN,BEN.1.4_1,Karimama,Alibori,2006,0.52105,0.41408,0.56669,532.3,531.0,-43.9,29.45,35.92,23.44,41.98
BEN,BEN.1.4_1,Karimama,Alibori,2007,0.50795,0.40148,0.55022,444.9,439.0,-131.3,29.12,35.58,23.21,42.84
BEN,BEN.1.4_1,Karimama,Alibori,2008,0.49623,0.41014,0.53519,516.9,516.9,-59.3,28.52,34.88,22.57,43.02
BEN,BEN.1.4_1,Karimama,Alibori,2009,0.50938,0.41326,0.55929,526.1,524.0,-50.1,29.39,35.7,23.57,45.63
BEN,BEN.1.4_1,Karimama,Alibori,2010,0.53192,0.42858,0.59929,629.4,616.3,53.2,29.24,35.55,23.47,46.78
BEN,BEN.1.4_1,Karimama,Alibori,2011,0.53741,0.44142,0.61912,390.5,381.8,-185.7,29.66,36.3,23.48,41.01
BEN,BEN.1.4_1,Karimama,Alibori,2012,0.55621,0.48039,0.62292,787.4,775.5,211.2,28.81,34.92,23.19,48.05
BEN,BEN.1.4_1,Karimama,Alibori,2013,0.54613,0.47459,0.6116,546.5,517.0,-29.7,29.36,35.52,23.66,47.1
BEN,BEN.1.4_1,Karimama,Alibori,2014,0.52813,0.4437,0.60533,596.4,568.1,20.2,29.28,35.57,23.49,45.9
BEN,BEN.1.4_1,Karimama,Alibori,2015,0.50356,0.39768,0.60426,640.0,632.7,63.8,29.12,35.41,23.26,43.24
BEN,BEN.1.4_1,Karimama,Alibori,2016,0.48327,0.36045,0.59524,575.6,542.7,-0.6,29.55,35.81,23.76,45.23
BEN,BEN.1.4_1,Karimama,Alibori,2017,0.46867,0.33091,0.5904,574.0,573.2,-2.2,28.72,35.1,23.22,43.97
BEN,BEN.1.4_1,Karimama,Alibori,2018,0.475,0.3348,0.58267,655.8,636.5,79.6,28.76,34.91,23.39,46.74
BEN,BEN.1.4_1,Karimama,Alibori,2019,0.47923,0.36364,0.55305,589.5,588.1,13.3,29.09,35.23,23.73,46.15
BEN,BEN.1.4_1,Karimama,Alibori,2020,0.46096,0.36537,0.52104,505.1,502.6,-71.1,28.91,34.84,23.56,45.39
BEN,BEN.1.4_1,Karimama,Alibori,2021,0.4527,0.37766,0.50488,498.0,497.6,-78.2,29.33,35.48,23.77,41.75
BEN,BEN.1.4_1,Karimama,Alibori,2022,0.43377,0.32498,0.47415,604.7,599.6,28.5,28.15,34.24,22.75,45.27
BEN,BEN.1.4_1,Karimama,Alibori,2023,0.4122,0.28938,0.44775,579.6,565.2,3.4,29.33,35.54,23.71,43.05
BEN,BEN.1.4_1,Karimama,Alibori,2024,0.40275,0.29093,0.4406,838.5,820.3,262.3,28.85,34.94,23.42,45.38
BEN,BEN.1.4_1,Karimama,Alibori,2025,0.38725,0.29013,0.42771,824.0,822.9,247.8,29.51,35.4,24.04,46.96
BEN,BEN.1.5_1,Malanville,Alibori,2000,0.34118,0.26882,0.42202,571.0,567.0,-77.0,28.61,35.02,22.58,44.62
BEN,BEN.1.5_1,Malanville,Alibori,2001,0.3928,0.31523,0.436,601.8,595.0,-46.2,28.71,35.27,22.46,43.46
BEN,BEN.1.5_1,Malanville,Alibori,2002,0.43117,0.35274,0.4751,742.6,737.9,94.6,28.83,35.09,22.96,46.88
BEN,BEN.1.5_1,Malanville,Alibori,2003,0.45571,0.38397,0.49351,605.1,590.5,-42.9,29.13,35.36,23.19,46.34
BEN,BEN.1.5_1,Malanville,Alibori,2004,0.4793,0.40586,0.5209,466.6,461.2,-181.4,29.41,35.76,23.46,44.55
BEN,BEN.1.5_1,Malanville,Alibori,2005,0.50036,0.41528,0.54043,615.0,598.4,-33.0,29.54,35.85,23.55,45.01
BEN,BEN.1.5_1,Malanville,Alibori,2006,0.5027,0.40686,0.54113,502.6,500.7,-145.4,29.46,35.9,23.3,43.0
BEN,BEN.1.5_1,Malanville,Alibori,2007,0.49488,0.40997,0.54743,526.3,516.3,-121.7,29.11,35.52,23.16,44.17
BEN,BEN.1.5_1,Malanville,Alibori,2008,0.47998,0.4017,0.57198,675.1,675.0,27.1,28.52,34.85,22.51,44.44
BEN,BEN.1.5_1,Malanville,Alibori,2009,0.48562,0.40349,0.60041,654.8,652.1,6.8,29.45,35.72,23.56,46.02
BEN,BEN.1.5_1,Malanville,Alibori,2010,0.50249,0.42063,0.62041,642.2,628.5,-5.8,29.32,35.63,23.42,47.27
BEN,BEN.1.5_1,Malanville,Alibori,2011,0.50569,0.42924,0.62107,443.0,432.7,-205.0,29.41,35.82,23.32,43.5
BEN,BEN.1.5_1,Malanville,Alibori,2012,0.52968,0.45968,0.61442,885.1,881.2,237.1,28.78,34.81,23.12,49.32
BEN,BEN.1.5_1,Malanville,Alibori,2013,0.52726,0.47235,0.57945,627.3,592.9,-20.7,29.25,35.31,23.55,48.93
BEN,BEN.1.5_1,Malanville,Alibori,2014,0.51271,0.43956,0.57729,687.1,655.5,39.1,29.11,35.25,23.38,47.88
BEN,BEN.1.5_1,Malanville,Alibori,2015,0.48649,0.39285,0.57677,625.9,612.4,-22.1,29.2,35.41,23.28,43.88
BEN,BEN.1.5_1,Malanville,Alibori,2016,0.45695,0.35636,0.56945,684.8,655.0,36.8,29.37,35.52,23.63,47.46
BEN,BEN.1.5_1,Malanville,Alibori,2017,0.42782,0.29609,0.56005,572.2,570.6,-75.8,28.68,34.98,23.21,45.23
BEN,BEN.1.5_1,Malanville,Alibori,2018,0.41259,0.24859,0.54584,667.3,655.3,19.3,28.31,34.3,23.12,50.43
BEN,BEN.1.5_1,Malanville,Alibori,2019,0.41273,0.24269,0.52449,727.8,726.3,79.8,28.74,34.68,23.55,49.24
BEN,BEN.1.5_1,Malanville,Alibori,2020,0.40469,0.24358,0.50526,538.0,527.9,-110.0,28.67,34.55,23.39,47.76
BEN,BEN.1.5_1,Malanville,Alibori,2021,0.42872,0.27636,0.51377,600.9,600.9,-47.1,29.09,35.16,23.63,44.09
BEN,BEN.1.5_1,Malanville,Alibori,2022,0.44329,0.34166,0.50628,721.0,710.2,73.0,28.11,34.24,22.71,46.43
BEN,BEN.1.5_1,Malanville,Alibori,2023,0.4373,0.35249,0.48143,596.3,587.1,-51.7,28.98,35.13,23.47,46.14
BEN,BEN.1.5_1,Malanville,Alibori,2024,0.42285,0.34202,0.46216,1019.3,993.3,371.3,28.56,34.7,23.27,47.62
BEN,BEN.1.5_1,Malanville,Alibori,2025,0.39308,0.31351,0.42823,849.0,848.7,201.0,28.65,34.84,23.42,51.18
BEN,BEN.1.6_1,Ségbana,Alibori,2000,0.37454,0.33994,0.42815,821.7,818.5,17.84,27.46,33.48,21.82,49.62
BEN,BEN.1.6_1,Ségbana,Alibori,2001,0.42281,0.38803,0.47581,855.2,834.6,51.34,27.64,33.85,21.76,47.64
BEN,BEN.1.6_1,Ségbana,Alibori,2002,0.4584,0.42356,0.50595,938.8,921.8,134.94,27.71,33.69,22.19,51.31
BEN,BEN.1.6_1,Ségbana,Alibori,2003,0.4817,0.44899,0.52579,851.6,818.6,47.74,28.02,33.99,22.48,50.56
BEN,BEN.1.6_1,Ségbana,Alibori,2004,0.50527,0.47456,0.54237,640.2,603.4,-163.66,28.27,34.37,22.65,48.57
BEN,BEN.1.6_1,Ségbana,Alibori,2005,0.52237,0.49262,0.55614,745.7,717.3,-58.16,28.53,34.54,22.87,48.96
BEN,BEN.1.6_1,Ségbana,Alibori,2006,0.52676,0.49588,0.56068,732.7,730.0,-71.16,28.41,34.58,22.66,47.59
BEN,BEN.1.6_1,Ségbana,Alibori,2007,0.51415,0.48395,0.56661,666.0,651.0,-137.86,28.08,34.23,22.44,47.98
BEN,BEN.1.6_1,Ségbana,Alibori,2008,0.4896,0.45934,0.57738,856.9,853.9,53.04,27.7,33.82,21.95,47.8
BEN,BEN.1.6_1,Ségbana,Alibori,2009,0.47093,0.43339,0.58731,825.8,823.3,21.94,28.3,34.31,22.73,50.48
BEN,BEN.1.6_1,Ségbana,Alibori,2010,0.4541,0.4063,0.59313,888.0,864.2,84.14,28.13,34.07,22.65,52.02
BEN,BEN.1.6_1,Ségbana,Alibori,2011,0.43141,0.37286,0.5912,568.6,555.5,-235.26,28.4,34.58,22.63,47.5
BEN,BEN.1.6_1,Ségbana,Alibori,2012,0.44086,0.36672,0.59013,1052.6,1039.8,248.74,27.79,33.66,22.37,52.56
BEN,BEN.1.6_1,Ségbana,Alibori,2013,0.45611,0.3785,0.56873,725.6,671.8,-78.26,28.2,34.03,22.82,52.34
BEN,BEN.1.6_1,Ségbana,Alibori,2014,0.47431,0.40313,0.58033,858.3,804.5,54.44,28.16,34.01,22.72,51.52
BEN,BEN.1.6_1,Ségbana,Alibori,2015,0.48934,0.39866,0.60081,772.8,751.8,-31.06,28.19,34.18,22.59,47.78
BEN,BEN.1.6_1,Ségbana,Alibori,2016,0.48767,0.36451,0.59395,909.2,835.0,105.34,28.21,34.1,22.76,51.84
BEN,BEN.1.6_1,Ségbana,Alibori,2017,0.43329,0.28951,0.57143,759.2,753.4,-44.66,28.08,33.97,23.01,48.23
BEN,BEN.1.6_1,Ségbana,Alibori,2018,0.35299,0.22867,0.49933,744.3,721.2,-59.56,27.58,33.24,22.82,53.24
BEN,BEN.1.6_1,Ségbana,Alibori,2019,0.31129,0.20888,0.44166,711.5,703.2,-92.36,27.85,33.43,23.15,53.53
BEN,BEN.1.6_1,Ségbana,Alibori,2020,0.28584,0.20658,0.39544,651.6,629.0,-152.26,27.92,33.48,23.08,50.23
BEN,BEN.1.6_1,Ségbana,Alibori,2021,0.30343,0.24587,0.38745,656.5,656.2,-147.36,28.14,33.86,23.21,48.63
BEN,BEN.1.6_1,Ségbana,Alibori,2022,0.37494,0.33287,0.42444,831.0,791.9,27.14,27.23,32.91,22.49,50.02
BEN,BEN.1.6_1,Ségbana,Alibori,2023,0.41916,0.36688,0.45081,759.1,723.0,-44.76,27.98,33.78,23.07,50.47
BEN,BEN.1.6_1,Ségbana,Alibori,2024,0.4163,0.36242,0.44855,1075.9,1052.8,272.04,27.92,33.76,23.03,50.04
BEN,BEN.1.6_1,Ségbana,Alibori,2025,0.3977,0.34068,0.43279,1001.5,997.3,197.64,28.34,34.1,23.41,52.35
BEN,BEN.10.1_1,Adjarra,Ouémé,2000,0.3497,0.34262,0.36241,1381.9,1106.2,-145.55,26.26,29.18,24.37,82.61
BEN,BEN.10.1_1,Adjarra,Ouémé,2001,0.36842,0.3575,0.38648,1344.7,928.2,-182.75,26.2,28.98,24.43,83.2
BEN,BEN.10.1_1,Adjarra,Ouémé,2002,0.38211,0.3718,0.40038,1473.4,1062.3,-54.05,26.25,29.08,24.34,83.21
BEN,BEN.10.1_1,Adjarra,Ouémé,2003,0.37714,0.36596,0.39471,1386.2,859.0,-141.25,26.53,29.27,24.69,83.55
BEN,BEN.10.1_1,Adjarra,Ouémé,2004,0.3808,0.36987,0.39545,1382.6,960.1,-144.85,26.34,29.11,24.56,83.82
BEN,BEN.10.1_1,Adjarra,Ouémé,2005,0.37695,0.36668,0.3876,1279.1,927.1,-248.35,26.48,29.23,24.67,83.08
BEN,BEN.10.1_1,Adjarra,Ouémé,2006,0.35136,0.34174,0.35827,1533.3,1140.8,5.85,26.55,29.18,24.81,83.46
BEN,BEN.10.1_1,Adjarra,Ouémé,2007,0.32212,0.31456,0.32718,1463.1,1163.9,-64.35,26.45,29.44,24.39,81.74
BEN,BEN.10.1_1,Adjarra,Ouémé,2008,0.28693,0.28144,0.29226,1626.6,1255.7,99.15,26.39,29.37,24.36,82.07
BEN,BEN.10.1_1,Adjarra,Ouémé,2009,0.26747,0.2648,0.27012,1319.6,1027.2,-207.85,26.5,29.26,24.71,83.29
BEN,BEN.10.1_1,Adjarra,Ouémé,2010,0.24176,0.24068,0.24251,1430.2,1088.8,-97.25,26.8,29.52,24.99,83.17
BEN,BEN.10.1_1,Adjarra,Ouémé,2011,0.22334,0.22184,0.22596,1316.3,1002.9,-211.15,26.36,29.2,24.48,82.86
BEN,BEN.10.1_1,Adjarra,Ouémé,2012,0.22251,0.21839,0.22792,1592.7,1177.9,65.25,26.27,28.98,24.48,83.53
BEN,BEN.10.1_1,Adjarra,Ouémé,2013,0.21481,0.20712,0.22284,1102.5,761.8,-424.95,26.39,29.09,24.61,83.25
BEN,BEN.10.1_1,Adjarra,Ouémé,2014,0.21781,0.20649,0.22806,1608.7,1197.4,81.25,26.37,29.01,24.67,84.43
BEN,BEN.10.1_1,Adjarra,Ouémé,2015,0.23227,0.21722,0.2438,1266.4,919.3,-261.05,26.37,29.21,24.45,82.22
BEN,BEN.10.1_1,Adjarra,Ouémé,2016,0.26252,0.24309,0.27607,1504.4,1164.1,-23.05,26.69,29.6,24.86,83.69
BEN,BEN.10.1_1,Adjarra,Ouémé,2017,0.29099,0.26922,0.30633,2055.3,1447.4,527.85,26.66,30.45,24.23,84.77
BEN,BEN.10.1_1,Adjarra,Ouémé,2018,0.3311,0.30766,0.34812,1967.4,1484.9,439.95,26.56,30.34,24.06,84.84
BEN,BEN.10.1_1,Adjarra,Ouémé,2019,0.3642,0.33772,0.38395,2147.3,1583.8,619.85,26.75,30.45,24.25,85.52
BEN,BEN.10.1_1,Adjarra,Ouémé,2020,0.36852,0.34425,0.38615,1707.0,1400.4,179.55,26.61,30.72,23.87,83.56
BEN,BEN.10.1_1,Adjarra,Ouémé,2021,0.35755,0.33682,0.37231,1766.9,1391.6,239.45,26.79,30.71,24.16,84.06
BEN,BEN.10.1_1,Adjarra,Ouémé,2022,0.32739,0.31007,0.34041,1503.9,1174.7,-23.55,26.24,30.53,23.33,83.27
BEN,BEN.10.1_1,Adjarra,Ouémé,2023,0.30138,0.28451,0.31406,1725.0,1287.3,197.55,26.68,31.12,23.7,83.35
BEN,BEN.10.1_1,Adjarra,Ouémé,2024,0.2756,0.26034,0.28824,1406.5,1031.6,-120.95,26.91,31.43,23.97,82.43
BEN,BEN.10.1_1,Adjarra,Ouémé,2025,0.25008,0.23617,0.26195,1422.8,1016.5,-104.65,26.69,30.54,24.09,83.95
BEN,BEN.10.2_1,Adjohoun,Ouémé,2000,0.45025,0.41831,0.49065,1257.9,1007.7,-28.11,26.04,30.44,23.42,82.39
BEN,BEN.10.2_1,Adjohoun,Ouémé,2001,0.45645,0.41676,0.49892,1249.8,891.8,-36.21,25.94,30.15,23.47,83.17
BEN,BEN.10.2_1,Adjohoun,Ouémé,2002,0.45718,0.41541,0.50042,1381.9,983.0,95.89,26.01,30.3,23.38,82.99
BEN,BEN.10.2_1,Adjohoun,Ouémé,2003,0.45756,0.41505,0.49933,1284.3,805.6,-1.71,26.27,30.48,23.73,83.47
BEN,BEN.10.2_1,Adjohoun,Ouémé,2004,0.47122,0.4333,0.50785,1301.5,919.5,15.49,26.1,30.31,23.63,83.69
BEN,BEN.10.2_1,Adjohoun,Ouémé,2005,0.48529,0.453,0.52087,1167.1,832.9,-118.91,26.26,30.46,23.71,82.74
BEN,BEN.10.2_1,Adjohoun,Ouémé,2006,0.4834,0.45288,0.52369,1382.1,1034.9,96.09,26.27,30.32,23.86,83.66
BEN,BEN.10.2_1,Adjohoun,Ouémé,2007,0.46334,0.42379,0.5093,1250.6,959.2,-35.41,26.21,30.72,23.39,81.54
BEN,BEN.10.2_1,Adjohoun,Ouémé,2008,0.38805,0.34595,0.44323,1512.0,1172.3,225.99,26.14,30.65,23.35,81.94
BEN,BEN.10.2_1,Adjohoun,Ouémé,2009,0.33506,0.30221,0.38282,1166.3,904.4,-119.71,26.3,30.52,23.76,82.87
BEN,BEN.10.2_1,Adjohoun,Ouémé,2010,0.3299,0.29934,0.36177,1258.3,951.4,-27.71,26.55,30.73,24.06,83.2
