iso3,district_id,district_name,region,year,pf_incidence_rate,pf_incidence_min,pf_incidence_max
BEN,BEN.1.1_1,Banikoara,Alibori,2000,0.3729,0.34225,0.42516
BEN,BEN.1.1_1,Banikoara,Alibori,2001,0.42312,0.38686,0.47832
BEN,BEN.1.1_1,Banikoara,Alibori,2002,0.46271,0.42796,0.52209
BEN,BEN.1.1_1,Banikoara,Alibori,2003,0.49202,0.45033,0.55093
BEN,BEN.1.1_1,Banikoara,Alibori,2004,0.51685,0.47814,0.57409
BEN,BEN.1.1_1,Banikoara,Alibori,2005,0.53727,0.49548,0.58873
BEN,BEN.1.1_1,Banikoara,Alibori,2006,0.54474,0.50385,0.59856
BEN,BEN.1.1_1,Banikoara,Alibori,2007,0.54024,0.49446,0.5972
BEN,BEN.1.1_1,Banikoara,Alibori,2008,0.53163,0.47733,0.59164
BEN,BEN.1.1_1,Banikoara,Alibori,2009,0.54063,0.48195,0.59545
BEN,BEN.1.1_1,Banikoara,Alibori,2010,0.552,0.49424,0.59746
BEN,BEN.1.1_1,Banikoara,Alibori,2011,0.54285,0.48202,0.5869
BEN,BEN.1.1_1,Banikoara,Alibori,2012,0.53628,0.46804,0.58005
BEN,BEN.1.1_1,Banikoara,Alibori,2013,0.51092,0.42108,0.55571
BEN,BEN.1.1_1,Banikoara,Alibori,2014,0.48351,0.39132,0.52496
BEN,BEN.1.1_1,Banikoara,Alibori,2015,0.45902,0.38901,0.51723
BEN,BEN.1.1_1,Banikoara,Alibori,2016,0.44944,0.35479,0.52658
BEN,BEN.1.1_1,Banikoara,Alibori,2017,0.43585,0.32136,0.51439
BEN,BEN.1.1_1,Banikoara,Alibori,2018,0.43866,0.31642,0.51433
BEN,BEN.1.1_1,Banikoara,Alibori,2019,0.44527,0.3318,0.49897
BEN,BEN.1.1_1,Banikoara,Alibori,2020,0.42625,0.32979,0.4919
BEN,BEN.1.1_1,Banikoara,Alibori,2021,0.42118,0.34944,0.48733
BEN,BEN.1.1_1,Banikoara,Alibori,2022,0.40699,0.36528,0.45862
BEN,BEN.1.1_1,Banikoara,Alibori,2023,0.39024,0.35942,0.43878
BEN,BEN.1.1_1,Banikoara,Alibori,2024,0.388,0.3559,0.42266
BEN,BEN.1.1_1,Banikoara,Alibori,2025,0.37911,0.34668,0.40681
BEN,BEN.1.2_1,Gogounou,Alibori,2000,0.38983,0.35599,0.42859
BEN,BEN.1.2_1,Gogounou,Alibori,2001,0.43592,0.40382,0.47997
BEN,BEN.1.2_1,Gogounou,Alibori,2002,0.47115,0.44121,0.51151
BEN,BEN.1.2_1,Gogounou,Alibori,2003,0.49799,0.46172,0.52982
BEN,BEN.1.2_1,Gogounou,Alibori,2004,0.52351,0.48977,0.54881
BEN,BEN.1.2_1,Gogounou,Alibori,2005,0.54085,0.51081,0.56629
BEN,BEN.1.2_1,Gogounou,Alibori,2006,0.54775,0.51653,0.57407
BEN,BEN.1.2_1,Gogounou,Alibori,2007,0.54344,0.49681,0.57454
BEN,BEN.1.2_1,Gogounou,Alibori,2008,0.52606,0.46489,0.56336
BEN,BEN.1.2_1,Gogounou,Alibori,2009,0.51554,0.44176,0.56188
BEN,BEN.1.2_1,Gogounou,Alibori,2010,0.50416,0.40988,0.57252
BEN,BEN.1.2_1,Gogounou,Alibori,2011,0.4716,0.37166,0.55977
BEN,BEN.1.2_1,Gogounou,Alibori,2012,0.44333,0.3384,0.53781
BEN,BEN.1.2_1,Gogounou,Alibori,2013,0.42208,0.31855,0.50434
BEN,BEN.1.2_1,Gogounou,Alibori,2014,0.41951,0.29712,0.50344
BEN,BEN.1.2_1,Gogounou,Alibori,2015,0.43426,0.29723,0.54669
BEN,BEN.1.2_1,Gogounou,Alibori,2016,0.45277,0.31431,0.56591
BEN,BEN.1.2_1,Gogounou,Alibori,2017,0.41749,0.29352,0.54767
BEN,BEN.1.2_1,Gogounou,Alibori,2018,0.35916,0.26208,0.48313
BEN,BEN.1.2_1,Gogounou,Alibori,2019,0.33318,0.2626,0.42317
BEN,BEN.1.2_1,Gogounou,Alibori,2020,0.30771,0.25422,0.37827
BEN,BEN.1.2_1,Gogounou,Alibori,2021,0.3172,0.26865,0.38072
BEN,BEN.1.2_1,Gogounou,Alibori,2022,0.36562,0.32651,0.42854
BEN,BEN.1.2_1,Gogounou,Alibori,2023,0.39152,0.35526,0.44645
BEN,BEN.1.2_1,Gogounou,Alibori,2024,0.39499,0.36514,0.44091
BEN,BEN.1.2_1,Gogounou,Alibori,2025,0.38868,0.36337,0.42678
BEN,BEN.1.3_1,Kandi,Alibori,2000,0.37025,0.33546,0.40593
BEN,BEN.1.3_1,Kandi,Alibori,2001,0.41908,0.3834,0.457
BEN,BEN.1.3_1,Kandi,Alibori,2002,0.45292,0.41665,0.48933
BEN,BEN.1.3_1,Kandi,Alibori,2003,0.48043,0.43845,0.51783
BEN,BEN.1.3_1,Kandi,Alibori,2004,0.50756,0.47213,0.53835
BEN,BEN.1.3_1,Kandi,Alibori,2005,0.52556,0.49283,0.55426
BEN,BEN.1.3_1,Kandi,Alibori,2006,0.52521,0.48905,0.55587
BEN,BEN.1.3_1,Kandi,Alibori,2007,0.51516,0.47633,0.55177
BEN,BEN.1.3_1,Kandi,Alibori,2008,0.4968,0.45467,0.54252
BEN,BEN.1.3_1,Kandi,Alibori,2009,0.49611,0.44445,0.54155
BEN,BEN.1.3_1,Kandi,Alibori,2010,0.50249,0.44095,0.55019
BEN,BEN.1.3_1,Kandi,Alibori,2011,0.49315,0.41337,0.54514
BEN,BEN.1.3_1,Kandi,Alibori,2012,0.49479,0.40625,0.5468
BEN,BEN.1.3_1,Kandi,Alibori,2013,0.48094,0.41352,0.52687
BEN,BEN.1.3_1,Kandi,Alibori,2014,0.46145,0.4113,0.50875
BEN,BEN.1.3_1,Kandi,Alibori,2015,0.43219,0.37837,0.49791
BEN,BEN.1.3_1,Kandi,Alibori,2016,0.40823,0.33402,0.4968
BEN,BEN.1.3_1,Kandi,Alibori,2017,0.35196,0.27548,0.45072
BEN,BEN.1.3_1,Kandi,Alibori,2018,0.30742,0.23182,0.39457
BEN,BEN.1.3_1,Kandi,Alibori,2019,0.30513,0.22368,0.37852
BEN,BEN.1.3_1,Kandi,Alibori,2020,0.29931,0.22473,0.36523
BEN,BEN.1.3_1,Kandi,Alibori,2021,0.31307,0.2547,0.38373
BEN,BEN.1.3_1,Kandi,Alibori,2022,0.35889,0.31241,0.40804
BEN,BEN.1.3_1,Kandi,Alibori,2023,0.39629,0.35273,0.43819
BEN,BEN.1.3_1,Kandi,Alibori,2024,0.39854,0.35943,0.43506
BEN,BEN.1.3_1,Kandi,Alibori,2025,0.38669,0.35253,0.41817
BEN,BEN.1.4_1,Karimama,Alibori,2000,0.34093,0.25653,0.38551
BEN,BEN.1.4_1,Karimama,Alibori,2001,0.39037,0.29542,0.43734
BEN,BEN.1.4_1,Karimama,Alibori,2002,0.4349,0.3309,0.47011
BEN,BEN.1.4_1,Karimama,Alibori,2003,0.4703,0.38034,0.51012
BEN,BEN.1.4_1,Karimama,Alibori,2004,0.50009,0.41705,0.54041
BEN,BEN.1.4_1,Karimama,Alibori,2005,0.5199,0.43934,0.56348
BEN,BEN.1.4_1,Karimama,Alibori,2006,0.52105,0.41408,0.56669
BEN,BEN.1.4_1,Karimama,Alibori,2007,0.50795,0.40148,0.55022
BEN,BEN.1.4_1,Karimama,Alibori,2008,0.49623,0.41014,0.53519
BEN,BEN.1.4_1,Karimama,Alibori,2009,0.50938,0.41326,0.55929
BEN,BEN.1.4_1,Karimama,Alibori,2010,0.53192,0.42858,0.59929
BEN,BEN.1.4_1,Karimama,Alibori,2011,0.53741,0.44142,0.61912
BEN,BEN.1.4_1,Karimama,Alibori,2012,0.55621,0.48039,0.62292
BEN,BEN.1.4_1,Karimama,Alibori,2013,0.54613,0.47459,0.6116
BEN,BEN.1.4_1,Karimama,Alibori,2014,0.52813,0.4437,0.60533
BEN,BEN.1.4_1,Karimama,Alibori,2015,0.50356,0.39768,0.60426
BEN,BEN.1.4_1,Karimama,Alibori,2016,0.48327,0.36045,0.59524
BEN,BEN.1.4_1,Karimama,Alibori,2017,0.46867,0.33091,0.5904
BEN,BEN.1.4_1,Karimama,Alibori,2018,0.475,0.3348,0.58267
BEN,BEN.1.4_1,Karimama,Alibori,2019,0.47923,0.36364,0.55305
BEN,BEN.1.4_1,Karimama,Alibori,2020,0.46096,0.36537,0.52104
BEN,BEN.1.4_1,Karimama,Alibori,2021,0.4527,0.37766,0.50488
BEN,BEN.1.4_1,Karimama,Alibori,2022,0.43377,0.32498,0.47415
BEN,BEN.1.4_1,Karimama,Alibori,2023,0.4122,0.28938,0.44775
BEN,BEN.1.4_1,Karimama,Alibori,2024,0.40275,0.29093,0.4406
BEN,BEN.1.4_1,Karimama,Alibori,2025,0.38725,0.29013,0.42771
BEN,BEN.1.5_1,Malanville,Alibori,2000,0.34118,0.26882,0.42202
BEN,BEN.1.5_1,Malanville,Alibori,2001,0.3928,0.31523,0.436
BEN,BEN.1.5_1,Malanville,Alibori,2002,0.43117,0.35274,0.4751
BEN,BEN.1.5_1,Malanville,Alibori,2003,0.45571,0.38397,0.49351
BEN,BEN.1.5_1,Malanville,Alibori,2004,0.4793,0.40586,0.5209
BEN,BEN.1.5_1,Malanville,Alibori,2005,0.50036,0.41528,0.54043
BEN,BEN.1.5_1,Malanville,Alibori,2006,0.5027,0.40686,0.54113
BEN,BEN.1.5_1,Malanville,Alibori,2007,0.49488,0.40997,0.54743
BEN,BEN.1.5_1,Malanville,Alibori,2008,0.47998,0.4017,0.57198
BEN,BEN.1.5_1,Malanville,Alibori,2009,0.48562,0.40349,0.60041
BEN,BEN.1.5_1,Malanville,Alibori,2010,0.50249,0.42063,0.62041
BEN,BEN.1.5_1,Malanville,Alibori,2011,0.50569,0.42924,0.62107
BEN,BEN.1.5_1,Malanville,Alibori,2012,0.52968,0.45968,0.61442
BEN,BEN.1.5_1,Malanville,Alibori,2013,0.52726,0.47235,0.57945
BEN,BEN.1.5_1,Malanville,Alibori,2014,0.51271,0.43956,0.57729
BEN,BEN.1.5_1,Malanville,Alibori,2015,0.48649,0.39285,0.57677
BEN,BEN.1.5_1,Malanville,Alibori,2016,0.45695,0.35636,0.56945
BEN,BEN.1.5_1,Malanville,Alibori,2017,0.42782,0.29609,0.56005
BEN,BEN.1.5_1,Malanville,Alibori,2018,0.41259,0.24859,0.54584
BEN,BEN.1.5_1,Malanville,Alibori,2019,0.41273,0.24269,0.52449
BEN,BEN.1.5_1,Malanville,Alibori,2020,0.40469,0.24358,0.50526
BEN,BEN.1.5_1,Malanville,Alibori,2021,0.42872,0.27636,0.51377
BEN,BEN.1.5_1,Malanville,Alibori,2022,0.44329,0.34166,0.50628
BEN,BEN.1.5_1,Malanville,Alibori,2023,0.4373,0.35249,0.48143
BEN,BEN.1.5_1,Malanville,Alibori,2024,0.42285,0.34202,0.46216
BEN,BEN.1.5_1,Malanville,Alibori,2025,0.39308,0.31351,0.42823
BEN,BEN.1.6_1,Ségbana,Alibori,2000,0.37454,0.33994,0.42815
BEN,BEN.1.6_1,Ségbana,Alibori,2001,0.42281,0.38803,0.47581
BEN,BEN.1.6_1,Ségbana,Alibori,2002,0.4584,0.42356,0.50595
BEN,BEN.1.6_1,Ségbana,Alibori,2003,0.4817,0.44899,0.52579
BEN,BEN.1.6_1,Ségbana,Alibori,2004,0.50527,0.47456,0.54237
BEN,BEN.1.6_1,Ségbana,Alibori,2005,0.52237,0.49262,0.55614
BEN,BEN.1.6_1,Ségbana,Alibori,2006,0.52676,0.49588,0.56068
BEN,BEN.1.6_1,Ségbana,Alibori,2007,0.51415,0.48395,0.56661
BEN,BEN.1.6_1,Ségbana,Alibori,2008,0.4896,0.45934,0.57738
BEN,BEN.1.6_1,Ségbana,Alibori,2009,0.47093,0.43339,0.58731
BEN,BEN.1.6_1,Ségbana,Alibori,2010,0.4541,0.4063,0.59313
BEN,BEN.1.6_1,Ségbana,Alibori,2011,0.43141,0.37286,0.5912
BEN,BEN.1.6_1,Ségbana,Alibori,2012,0.44086,0.36672,0.59013
BEN,BEN.1.6_1,Ségbana,Alibori,2013,0.45611,0.3785,0.56873
BEN,BEN.1.6_1,Ségbana,Alibori,2014,0.47431,0.40313,0.58033
BEN,BEN.1.6_1,Ségbana,Alibori,2015,0.48934,0.39866,0.60081
BEN,BEN.1.6_1,Ségbana,Alibori,2016,0.48767,0.36451,0.59395
BEN,BEN.1.6_1,Ségbana,Alibori,2017,0.43329,0.28951,0.57143
BEN,BEN.1.6_1,Ségbana,Alibori,2018,0.35299,0.22867,0.49933
BEN,BEN.1.6_1,Ségbana,Alibori,2019,0.31129,0.20888,0.44166
BEN,BEN.1.6_1,Ségbana,Alibori,2020,0.28584,0.20658,0.39544
BEN,BEN.1.6_1,Ségbana,Alibori,2021,0.30343,0.24587,0.38745
BEN,BEN.1.6_1,Ségbana,Alibori,2022,0.37494,0.33287,0.42444
BEN,BEN.1.6_1,Ségbana,Alibori,2023,0.41916,0.36688,0.45081
BEN,BEN.1.6_1,Ségbana,Alibori,2024,0.4163,0.36242,0.44855
BEN,BEN.1.6_1,Ségbana,Alibori,2025,0.3977,0.34068,0.43279
BEN,BEN.10.1_1,Adjarra,Ouémé,2000,0.3497,0.34262,0.36241
BEN,BEN.10.1_1,Adjarra,Ouémé,2001,0.36842,0.3575,0.38648
BEN,BEN.10.1_1,Adjarra,Ouémé,2002,0.38211,0.3718,0.40038
BEN,BEN.10.1_1,Adjarra,Ouémé,2003,0.37714,0.36596,0.39471
BEN,BEN.10.1_1,Adjarra,Ouémé,2004,0.3808,0.36987,0.39545
BEN,BEN.10.1_1,Adjarra,Ouémé,2005,0.37695,0.36668,0.3876
BEN,BEN.10.1_1,Adjarra,Ouémé,2006,0.35136,0.34174,0.35827
BEN,BEN.10.1_1,Adjarra,Ouémé,2007,0.32212,0.31456,0.32718
BEN,BEN.10.1_1,Adjarra,Ouémé,2008,0.28693,0.28144,0.29226
BEN,BEN.10.1_1,Adjarra,Ouémé,2009,0.26747,0.2648,0.27012
BEN,BEN.10.1_1,Adjarra,Ouémé,2010,0.24176,0.24068,0.24251
BEN,BEN.10.1_1,Adjarra,Ouémé,2011,0.22334,0.22184,0.22596
BEN,BEN.10.1_1,Adjarra,Ouémé,2012,0.22251,0.21839,0.22792
BEN,BEN.10.1_1,Adjarra,Ouémé,2013,0.21481,0.20712,0.22284
BEN,BEN.10.1_1,Adjarra,Ouémé,2014,0.21781,0.20649,0.22806
BEN,BEN.10.1_1,Adjarra,Ouémé,2015,0.23227,0.21722,0.2438
BEN,BEN.10.1_1,Adjarra,Ouémé,2016,0.26252,0.24309,0.27607
BEN,BEN.10.1_1,Adjarra,Ouémé,2017,0.29099,0.26922,0.30633
BEN,BEN.10.1_1,Adjarra,Ouémé,2018,0.3311,0.30766,0.34812
BEN,BEN.10.1_1,Adjarra,Ouémé,2019,0.3642,0.33772,0.38395
BEN,BEN.10.1_1,Adjarra,Ouémé,2020,0.36852,0.34425,0.38615
BEN,BEN.10.1_1,Adjarra,Ouémé,2021,0.35755,0.33682,0.37231
BEN,BEN.10.1_1,Adjarra,Ouémé,2022,0.32739,0.31007,0.34041
BEN,BEN.10.1_1,Adjarra,Ouémé,2023,0.30138,0.28451,0.31406
BEN,BEN.10.1_1,Adjarra,Ouémé,2024,0.2756,0.26034,0.28824
BEN,BEN.10.1_1,Adjarra,Ouémé,2025,0.25008,0.23617,0.26195
BEN,BEN.10.2_1,Adjohoun,Ouémé,2000,0.45025,0.41831,0.49065
BEN,BEN.10.2_1,Adjohoun,Ouémé,2001,0.45645,0.41676,0.49892
BEN,BEN.10.2_1,Adjohoun,Ouémé,2002,0.45718,0.41541,0.50042
BEN,BEN.10.2_1,Adjohoun,Ouémé,2003,0.45756,0.41505,0.49933
BEN,BEN.10.2_1,Adjohoun,Ouémé,2004,0.47122,0.4333,0.50785
BEN,BEN.10.2_1,Adjohoun,Ouémé,2005,0.48529,0.453,0.52087
BEN,BEN.10.2_1,Adjohoun,Ouémé,2006,0.4834,0.45288,0.52369
BEN,BEN.10.2_1,Adjohoun,Ouémé,2007,0.46334,0.42379,0.5093
BEN,BEN.10.2_1,Adjohoun,Ouémé,2008,0.38805,0.34595,0.44323
BEN,BEN.10.2_1,Adjohoun,Ouémé,2009,0.33506,0.30221,0.38282
BEN,BEN.10.2_1,Adjohoun,Ouémé,2010,0.3299,0.29934,0.36177
BEN,BEN.10.2_1,Adjohoun,Ouémé,2011,0.31833,0.28761,0.34945
BEN,BEN.10.2_1,Adjohoun,Ouémé,2012,0.3102,0.28073,0.34311
BEN,BEN.10.2_1,Adjohoun,Ouémé,2013,0.29851,0.26944,0.33381
BEN,BEN.10.2_1,Adjohoun,Ouémé,2014,0.29909,0.27023,0.33281
BEN,BEN.10.2_1,Adjohoun,Ouémé,2015,0.31614,0.28702,0.35214
BEN,BEN.10.2_1,Adjohoun,Ouémé,2016,0.35132,0.32089,0.39316
BEN,BEN.10.2_1,Adjohoun,Ouémé,2017,0.37317,0.34132,0.41032
BEN,BEN.10.2_1,Adjohoun,Ouémé,2018,0.40675,0.37037,0.43925
BEN,BEN.10.2_1,Adjohoun,Ouémé,2019,0.43879,0.40036,0.46737
BEN,BEN.10.2_1,Adjohoun,Ouémé,2020,0.43579,0.39951,0.46222
BEN,BEN.10.2_1,Adjohoun,Ouémé,2021,0.43416,0.40214,0.45992
BEN,BEN.10.2_1,Adjohoun,Ouémé,2022,0.41412,0.38442,0.44628
BEN,BEN.10.2_1,Adjohoun,Ouémé,2023,0.39252,0.36366,0.42347
BEN,BEN.10.2_1,Adjohoun,Ouémé,2024,0.36693,0.33908,0.40037
BEN,BEN.10.2_1,Adjohoun,Ouémé,2025,0.32878,0.30278,0.36048
BEN,BEN.10.3_1,Aguégués,Ouémé,2000,0.49921,0.44092,0.53041
BEN,BEN.10.3_1,Aguégués,Ouémé,2001,0.52594,0.46701,0.55779
BEN,BEN.10.3_1,Aguégués,Ouémé,2002,0.5336,0.4736,0.56321
BEN,BEN.10.3_1,Aguégués,Ouémé,2003,0.52501,0.45866,0.55769
BEN,BEN.10.3_1,Aguégués,Ouémé,2004,0.51678,0.44377,0.5501
BEN,BEN.10.3_1,Aguégués,Ouémé,2005,0.49691,0.4149,0.53015
BEN,BEN.10.3_1,Aguégués,Ouémé,2006,0.44771,0.35719,0.48163
BEN,BEN.10.3_1,Aguégués,Ouémé,2007,0.40029,0.31101,0.43772
BEN,BEN.10.3_1,Aguégués,Ouémé,2008,0.35995,0.26101,0.40038
BEN,BEN.10.3_1,Aguégués,Ouémé,2009,0.35225,0.24413,0.38974
BEN,BEN.10.3_1,Aguégués,Ouémé,2010,0.34472,0.25751,0.37764
BEN,BEN.10.3_1,Aguégués,Ouémé,2011,0.3309,0.2695,0.35905
BEN,BEN.10.3_1,Aguégués,Ouémé,2012,0.32413,0.26585,0.35658
BEN,BEN.10.3_1,Aguégués,Ouémé,2013,0.30342,0.24716,0.33238
BEN,BEN.10.3_1,Aguégués,Ouémé,2014,0.29013,0.23605,0.31755
BEN,BEN.10.3_1,Aguégués,Ouémé,2015,0.29061,0.23425,0.31448
BEN,BEN.10.3_1,Aguégués,Ouémé,2016,0.31116,0.24815,0.33492
BEN,BEN.10.3_1,Aguégués,Ouémé,2017,0.32912,0.26177,0.35475
BEN,BEN.10.3_1,Aguégués,Ouémé,2018,0.36349,0.29032,0.39122
BEN,BEN.10.3_1,Aguégués,Ouémé,2019,0.39737,0.3182,0.42584
BEN,BEN.10.3_1,Aguégués,Ouémé,2020,0.4003,0.32283,0.42715
BEN,BEN.10.3_1,Aguégués,Ouémé,2021,0.39971,0.32308,0.42616
BEN,BEN.10.3_1,Aguégués,Ouémé,2022,0.37875,0.30666,0.40431
BEN,BEN.10.3_1,Aguégués,Ouémé,2023,0.35758,0.28849,0.38171
BEN,BEN.10.3_1,Aguégués,Ouémé,2024,0.33278,0.26695,0.35782
BEN,BEN.10.3_1,Aguégués,Ouémé,2025,0.30122,0.24461,0.32364
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2000,0.42342,0.3937,0.44556
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2001,0.44194,0.40993,0.46791
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2002,0.44944,0.42085,0.47581
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2003,0.44384,0.41444,0.46616
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2004,0.44589,0.41713,0.46466
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2005,0.44319,0.41655,0.45946
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2006,0.42018,0.39606,0.44667
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2007,0.39003,0.36578,0.42416
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2008,0.3339,0.30835,0.36485
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2009,0.29516,0.26899,0.3196
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2010,0.29216,0.26781,0.31392
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2011,0.2899,0.26575,0.30754
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2012,0.28019,0.25722,0.29527
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2013,0.26002,0.23867,0.27423
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2014,0.25251,0.23288,0.26707
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2015,0.2575,0.23964,0.27584
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2016,0.28334,0.26495,0.30573
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2017,0.30608,0.28924,0.32979
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2018,0.34242,0.32575,0.36836
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2019,0.37589,0.35724,0.40406
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2020,0.3819,0.36533,0.40891
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2021,0.37905,0.36232,0.40465
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2022,0.3556,0.33832,0.37955
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2023,0.33338,0.31559,0.35466
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2024,0.30805,0.29017,0.3283
BEN,BEN.10.4_1,Akpro-Missérété,Ouémé,2025,0.27759,0.26149,0.29518
BEN,BEN.10.5_1,Avrankou,Ouémé,2000,0.38787,0.36169,0.41084
BEN,BEN.10.5_1,Avrankou,Ouémé,2001,0.406,0.37978,0.428
BEN,BEN.10.5_1,Avrankou,Ouémé,2002,0.41753,0.39069,0.43869
BEN,BEN.10.5_1,Avrankou,Ouémé,2003,0.4153,0.38939,0.43585
BEN,BEN.10.5_1,Avrankou,Ouémé,2004,0.42472,0.3996,0.44587
BEN,BEN.10.5_1,Avrankou,Ouémé,2005,0.42967,0.40492,0.45362
BEN,BEN.10.5_1,Avrankou,Ouémé,2006,0.41571,0.39039,0.44444
BEN,BEN.10.5_1,Avrankou,Ouémé,2007,0.39234,0.3661,0.4232
BEN,BEN.10.5_1,Avrankou,Ouémé,2008,0.35817,0.33245,0.38873
BEN,BEN.10.5_1,Avrankou,Ouémé,2009,0.33257,0.3059,0.36043
BEN,BEN.10.5_1,Avrankou,Ouémé,2010,0.29727,0.27137,0.3209
BEN,BEN.10.5_1,Avrankou,Ouémé,2011,0.27115,0.2475,0.29272
BEN,BEN.10.5_1,Avrankou,Ouémé,2012,0.26506,0.24438,0.28477
BEN,BEN.10.5_1,Avrankou,Ouémé,2013,0.25297,0.23628,0.2703
BEN,BEN.10.5_1,Avrankou,Ouémé,2014,0.25414,0.24056,0.27031
BEN,BEN.10.5_1,Avrankou,Ouémé,2015,0.26994,0.25789,0.28569
BEN,BEN.10.5_1,Avrankou,Ouémé,2016,0.3027,0.29272,0.3181
BEN,BEN.10.5_1,Avrankou,Ouémé,2017,0.33103,0.32342,0.34533
BEN,BEN.10.5_1,Avrankou,Ouémé,2018,0.37249,0.36494,0.38754
BEN,BEN.10.5_1,Avrankou,Ouémé,2019,0.40864,0.40045,0.42224
BEN,BEN.10.5_1,Avrankou,Ouémé,2020,0.41133,0.40402,0.42433
BEN,BEN.10.5_1,Avrankou,Ouémé,2021,0.40203,0.39436,0.41608
BEN,BEN.10.5_1,Avrankou,Ouémé,2022,0.37209,0.36242,0.38744
BEN,BEN.10.5_1,Avrankou,Ouémé,2023,0.34542,0.3354,0.36108
BEN,BEN.10.5_1,Avrankou,Ouémé,2024,0.31713,0.30708,0.33219
BEN,BEN.10.5_1,Avrankou,Ouémé,2025,0.28561,0.27692,0.29884
BEN,BEN.10.6_1,Bonou,Ouémé,2000,0.43465,0.4027,0.47022
BEN,BEN.10.6_1,Bonou,Ouémé,2001,0.42933,0.39445,0.46762
BEN,BEN.10.6_1,Bonou,Ouémé,2002,0.4338,0.39312,0.46884
BEN,BEN.10.6_1,Bonou,Ouémé,2003,0.44554,0.40169,0.4828
BEN,BEN.10.6_1,Bonou,Ouémé,2004,0.47369,0.43094,0.50497
BEN,BEN.10.6_1,Bonou,Ouémé,2005,0.51095,0.46054,0.53576
BEN,BEN.10.6_1,Bonou,Ouémé,2006,0.53783,0.47805,0.56522
BEN,BEN.10.6_1,Bonou,Ouémé,2007,0.53645,0.47204,0.56746
BEN,BEN.10.6_1,Bonou,Ouémé,2008,0.5093,0.43758,0.54617
BEN,BEN.10.6_1,Bonou,Ouémé,2009,0.47093,0.39698,0.509
BEN,BEN.10.6_1,Bonou,Ouémé,2010,0.4037,0.34008,0.42917
BEN,BEN.10.6_1,Bonou,Ouémé,2011,0.34051,0.2927,0.36306
BEN,BEN.10.6_1,Bonou,Ouémé,2012,0.30643,0.27217,0.33483
BEN,BEN.10.6_1,Bonou,Ouémé,2013,0.27712,0.25166,0.31005
BEN,BEN.10.6_1,Bonou,Ouémé,2014,0.27108,0.24834,0.30199
BEN,BEN.10.6_1,Bonou,Ouémé,2015,0.29164,0.26564,0.32112
BEN,BEN.10.6_1,Bonou,Ouémé,2016,0.33268,0.29997,0.3641
BEN,BEN.10.6_1,Bonou,Ouémé,2017,0.35425,0.32053,0.38314
BEN,BEN.10.6_1,Bonou,Ouémé,2018,0.38177,0.34787,0.41055
BEN,BEN.10.6_1,Bonou,Ouémé,2019,0.4105,0.37596,0.43572
BEN,BEN.10.6_1,Bonou,Ouémé,2020,0.40839,0.37795,0.4319
BEN,BEN.10.6_1,Bonou,Ouémé,2021,0.41492,0.38386,0.43616
BEN,BEN.10.6_1,Bonou,Ouémé,2022,0.40729,0.3755,0.43024
BEN,BEN.10.6_1,Bonou,Ouémé,2023,0.39206,0.35764,0.41325
BEN,BEN.10.6_1,Bonou,Ouémé,2024,0.36965,0.33607,0.39261
BEN,BEN.10.6_1,Bonou,Ouémé,2025,0.338,0.30372,0.35878
BEN,BEN.10.7_1,Dangbo,Ouémé,2000,0.47985,0.43699,0.50775
BEN,BEN.10.7_1,Dangbo,Ouémé,2001,0.49853,0.45466,0.53176
BEN,BEN.10.7_1,Dangbo,Ouémé,2002,0.50332,0.45678,0.542
BEN,BEN.10.7_1,Dangbo,Ouémé,2003,0.49652,0.45419,0.53156
BEN,BEN.10.7_1,Dangbo,Ouémé,2004,0.50115,0.46207,0.53376
BEN,BEN.10.7_1,Dangbo,Ouémé,2005,0.49794,0.46351,0.52603
BEN,BEN.10.7_1,Dangbo,Ouémé,2006,0.46953,0.44491,0.49479
BEN,BEN.10.7_1,Dangbo,Ouémé,2007,0.4314,0.41835,0.45077
