iso3,district_id,district_name,region,year,precipitation_sum_mm,rainy_season_precip_mm,precip_anomaly_mm,temp_mean_c,temp_max_c,temp_min_c,relative_humidity_mean
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2006,1148.8,794.7,-224.71,25.74,28.96,23.74,86.16
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2007,1396.8,995.6,23.29,25.77,29.19,23.59,85.24
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2008,1209.6,829.1,-163.91,25.8,29.2,23.58,84.97
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2009,1168.7,796.3,-204.81,25.76,29.01,23.73,85.78
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2010,1225.8,803.2,-147.71,26.09,29.27,24.04,85.76
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2011,1108.5,760.0,-265.01,25.74,28.95,23.66,85.74
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2012,1392.3,966.5,18.79,25.57,28.78,23.55,86.0
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2013,1021.6,634.6,-351.91,25.75,28.95,23.76,85.43
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2014,1567.2,1042.1,193.69,25.57,28.6,23.71,87.12
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2015,998.9,608.6,-374.61,25.82,28.98,23.76,85.49
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2016,1444.6,1029.1,71.09,26.15,29.44,24.14,85.76
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2017,1799.6,1066.3,426.09,25.42,29.71,22.87,87.72
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2018,1831.3,1275.4,457.79,25.41,29.88,22.72,87.5
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2019,1858.3,1344.4,484.79,25.75,30.17,23.09,88.0
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2020,1735.2,1184.0,361.69,25.7,30.29,22.98,86.84
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2021,1798.9,1326.8,425.39,25.65,30.22,22.95,87.61
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2022,1742.4,1106.4,368.89,25.22,30.14,22.32,86.75
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2023,1703.9,1235.8,330.39,25.77,30.72,22.84,86.33
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2024,1389.5,883.9,15.99,26.05,30.83,23.14,85.53
GHA,GHA_GHA5.1_2,Abura-Asebu-Kwamankese,Central,2025,1234.2,777.5,-139.31,25.76,29.65,23.08,85.72
GHA,GHA_GHA5.2_2,AgonaEast,Central,2000,1433.5,1031.8,-103.51,25.88,30.0,23.27,82.15
GHA,GHA_GHA5.2_2,AgonaEast,Central,2001,1562.5,1003.8,25.49,25.71,29.59,23.24,83.16
GHA,GHA_GHA5.2_2,AgonaEast,Central,2002,1674.2,1157.1,137.19,25.96,30.03,23.34,82.51
GHA,GHA_GHA5.2_2,AgonaEast,Central,2003,1541.2,978.0,4.19,26.1,30.09,23.54,83.1
GHA,GHA_GHA5.2_2,AgonaEast,Central,2004,1432.0,1030.7,-105.01,26.04,30.11,23.43,82.28
GHA,GHA_GHA5.2_2,AgonaEast,Central,2005,1471.1,1010.8,-65.91,26.04,29.95,23.49,82.89
GHA,GHA_GHA5.2_2,AgonaEast,Central,2006,1454.1,959.6,-82.91,26.09,30.06,23.56,82.67
GHA,GHA_GHA5.2_2,AgonaEast,Central,2007,1707.6,1321.1,170.59,26.05,30.23,23.33,81.96
GHA,GHA_GHA5.2_2,AgonaEast,Central,2008,1565.4,1126.8,28.39,26.01,30.13,23.27,82.01
GHA,GHA_GHA5.2_2,AgonaEast,Central,2009,1616.9,1152.5,79.89,26.06,30.0,23.55,82.74
GHA,GHA_GHA5.2_2,AgonaEast,Central,2010,1609.5,1115.2,72.49,26.36,30.24,23.82,82.85
GHA,GHA_GHA5.2_2,AgonaEast,Central,2011,1540.8,1115.1,3.79,26.04,30.01,23.43,82.42
GHA,GHA_GHA5.2_2,AgonaEast,Central,2012,1688.0,1148.1,150.99,25.87,29.79,23.38,82.88
GHA,GHA_GHA5.2_2,AgonaEast,Central,2013,1424.3,951.2,-112.71,26.1,30.1,23.56,81.97
GHA,GHA_GHA5.2_2,AgonaEast,Central,2014,1831.3,1221.7,294.29,25.82,29.51,23.49,84.47
GHA,GHA_GHA5.2_2,AgonaEast,Central,2015,1416.2,928.7,-120.81,26.06,29.95,23.5,82.45
GHA,GHA_GHA5.2_2,AgonaEast,Central,2016,1935.0,1415.9,397.99,26.39,30.39,23.89,82.98
GHA,GHA_GHA5.2_2,AgonaEast,Central,2017,1591.6,1012.5,54.59,25.53,29.86,22.98,86.86
GHA,GHA_GHA5.2_2,AgonaEast,Central,2018,1427.1,1051.0,-109.91,25.55,30.14,22.82,86.22
GHA,GHA_GHA5.2_2,AgonaEast,Central,2019,1602.9,1190.0,65.89,25.88,30.4,23.21,86.98
GHA,GHA_GHA5.2_2,AgonaEast,Central,2020,1385.4,1043.5,-151.61,25.92,30.67,23.12,84.95
GHA,GHA_GHA5.2_2,AgonaEast,Central,2021,1441.6,1097.3,-95.41,25.85,30.58,23.09,86.08
GHA,GHA_GHA5.2_2,AgonaEast,Central,2022,1605.5,1157.4,68.49,25.47,30.68,22.48,84.89
GHA,GHA_GHA5.2_2,AgonaEast,Central,2023,1517.0,1105.4,-20.01,26.02,31.25,22.99,84.38
GHA,GHA_GHA5.2_2,AgonaEast,Central,2024,1290.2,890.5,-246.81,26.41,31.79,23.23,82.74
GHA,GHA_GHA5.2_2,AgonaEast,Central,2025,1197.4,788.3,-339.61,26.16,30.73,23.31,83.01
GHA,GHA_GHA5.3_2,AgonaWest,Central,2000,1057.5,761.4,-147.97,25.66,29.86,23.01,82.8
GHA,GHA_GHA5.3_2,AgonaWest,Central,2001,1123.9,681.2,-81.57,25.48,29.44,22.96,83.87
GHA,GHA_GHA5.3_2,AgonaWest,Central,2002,1120.3,743.4,-85.17,25.72,29.86,23.08,83.3
GHA,GHA_GHA5.3_2,AgonaWest,Central,2003,1171.2,704.3,-34.27,25.87,29.93,23.26,83.87
GHA,GHA_GHA5.3_2,AgonaWest,Central,2004,1014.7,716.3,-190.77,25.8,29.93,23.16,83.09
GHA,GHA_GHA5.3_2,AgonaWest,Central,2005,1145.0,765.5,-60.47,25.82,29.81,23.23,83.55
GHA,GHA_GHA5.3_2,AgonaWest,Central,2006,996.0,706.3,-209.47,25.84,29.87,23.28,83.52
GHA,GHA_GHA5.3_2,AgonaWest,Central,2007,1436.8,1117.4,231.33,25.86,30.13,23.1,82.41
GHA,GHA_GHA5.3_2,AgonaWest,Central,2008,1172.2,834.8,-33.27,25.83,30.05,23.03,82.43
GHA,GHA_GHA5.3_2,AgonaWest,Central,2009,1226.9,938.4,21.43,25.85,29.86,23.29,83.35
GHA,GHA_GHA5.3_2,AgonaWest,Central,2010,1160.3,816.3,-45.17,26.15,30.13,23.55,83.39
GHA,GHA_GHA5.3_2,AgonaWest,Central,2011,1055.8,749.2,-149.67,25.82,29.88,23.17,83.07
GHA,GHA_GHA5.3_2,AgonaWest,Central,2012,1243.2,842.9,37.73,25.65,29.66,23.13,83.52
GHA,GHA_GHA5.3_2,AgonaWest,Central,2013,1007.0,647.8,-198.47,25.89,29.95,23.32,82.65
GHA,GHA_GHA5.3_2,AgonaWest,Central,2014,1632.6,1161.5,427.13,25.62,29.4,23.24,84.98
GHA,GHA_GHA5.3_2,AgonaWest,Central,2015,1038.4,676.0,-167.07,25.88,29.86,23.27,82.89
GHA,GHA_GHA5.3_2,AgonaWest,Central,2016,1454.5,1072.2,249.03,26.22,30.33,23.67,83.28
GHA,GHA_GHA5.3_2,AgonaWest,Central,2017,1219.6,750.2,14.13,25.66,29.81,23.18,85.94
GHA,GHA_GHA5.3_2,AgonaWest,Central,2018,1073.8,759.4,-131.67,25.69,30.06,23.02,85.35
GHA,GHA_GHA5.3_2,AgonaWest,Central,2019,1294.4,929.4,88.93,26.03,30.4,23.43,86.05
GHA,GHA_GHA5.3_2,AgonaWest,Central,2020,1312.9,988.5,107.43,26.03,30.57,23.34,84.4
GHA,GHA_GHA5.3_2,AgonaWest,Central,2021,1222.2,925.6,16.73,26.01,30.58,23.35,85.11
GHA,GHA_GHA5.3_2,AgonaWest,Central,2022,1402.8,969.7,197.33,25.63,30.64,22.73,84.02
GHA,GHA_GHA5.3_2,AgonaWest,Central,2023,1325.7,973.2,120.23,26.21,31.24,23.28,83.5
GHA,GHA_GHA5.3_2,AgonaWest,Central,2024,1198.5,777.4,-6.97,26.51,31.66,23.51,82.47
GHA,GHA_GHA5.3_2,AgonaWest,Central,2025,1235.9,813.8,30.43,26.15,30.71,23.35,83.23
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2000,1422.1,1024.6,-75.24,25.59,29.05,23.37,84.38
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2001,1448.8,883.8,-48.54,25.44,28.71,23.36,85.11
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2002,1486.2,1008.4,-11.14,25.68,29.1,23.46,84.72
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2003,1468.8,914.1,-28.54,25.81,29.19,23.63,85.29
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2004,1393.6,991.2,-103.74,25.7,29.11,23.49,84.78
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2005,1356.8,891.2,-140.54,25.77,29.06,23.6,84.89
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2006,1317.1,914.7,-180.24,25.79,29.14,23.65,84.89
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2007,1681.3,1263.0,183.96,25.78,29.34,23.46,84.04
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2008,1443.3,1008.2,-54.04,25.79,29.32,23.45,83.88
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2009,1484.7,1100.0,-12.64,25.79,29.17,23.63,84.61
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2010,1482.6,1029.1,-14.74,26.12,29.42,23.94,84.61
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2011,1344.8,968.7,-152.54,25.77,29.12,23.56,84.5
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2012,1603.4,1091.0,106.06,25.59,28.91,23.47,84.94
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2013,1312.7,806.8,-184.64,25.79,29.12,23.66,84.32
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2014,1918.6,1310.5,421.26,25.59,28.72,23.61,86.13
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2015,1292.1,802.5,-205.24,25.82,29.11,23.64,84.4
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2016,1846.7,1363.8,349.36,26.14,29.55,24.02,84.83
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2017,1594.7,954.9,97.36,25.63,29.78,23.02,86.6
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2018,1545.0,1086.9,47.66,25.65,30.03,22.86,86.15
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2019,1635.1,1179.9,137.76,26.0,30.37,23.27,86.69
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2020,1737.8,1224.6,240.46,25.95,30.49,23.14,85.33
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2021,1578.5,1207.7,81.16,25.95,30.5,23.15,85.97
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2022,1523.1,1020.0,25.76,25.52,30.51,22.47,85.03
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2023,1517.0,1115.4,19.66,26.1,31.05,23.1,84.54
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2024,1272.5,871.8,-224.84,26.41,31.33,23.41,83.6
GHA,GHA_GHA5.4_2,Ajumako-Enyan-Essiam,Central,2025,1223.6,786.9,-273.74,26.01,30.08,23.37,84.8
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2000,1515.8,1117.8,-104.58,25.62,30.0,22.93,84.02
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2001,1582.6,1026.1,-37.78,25.43,29.55,22.89,85.15
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2002,1748.3,1226.3,127.92,25.66,29.94,22.99,84.78
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2003,1521.4,971.0,-98.98,25.82,30.05,23.19,85.18
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2004,1483.3,1053.0,-137.08,25.72,30.0,23.06,84.63
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2005,1470.9,996.4,-149.48,25.79,29.94,23.19,84.71
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2006,1498.9,949.1,-121.48,25.76,29.93,23.2,85.03
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2007,1719.1,1291.2,98.72,25.83,30.28,23.03,83.62
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2008,1560.9,1116.3,-59.48,25.81,30.24,22.96,83.54
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2009,1626.6,1138.6,6.22,25.82,29.98,23.23,84.55
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2010,1628.0,1123.2,7.62,26.1,30.25,23.45,84.73
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2011,1562.5,1144.3,-57.88,25.78,30.03,23.09,84.31
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2012,1680.2,1144.4,59.82,25.62,29.78,23.06,84.76
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2013,1466.1,968.6,-154.28,25.85,30.06,23.26,83.89
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2014,1886.1,1291.3,265.72,25.58,29.51,23.2,86.19
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2015,1436.9,925.1,-183.48,25.87,30.02,23.21,84.01
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2016,1949.2,1444.5,328.82,26.21,30.48,23.63,84.34
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2017,1617.0,1025.7,-3.38,25.41,29.9,22.71,86.41
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2018,1608.8,1211.0,-11.58,25.42,30.18,22.57,86.04
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2019,1750.8,1296.8,130.42,25.8,30.57,23.02,86.52
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2020,1616.6,1218.1,-3.78,25.84,30.78,22.89,84.61
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2021,1565.8,1213.3,-54.58,25.74,30.75,22.82,85.79
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2022,1704.7,1215.3,84.32,25.28,30.63,22.15,85.01
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2023,1822.6,1322.7,202.22,25.82,31.19,22.69,84.81
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2024,1606.8,1097.4,-13.58,26.2,31.66,22.98,83.48
GHA,GHA_GHA5.5_2,Asikuma-Odoben-Brakwa,Central,2025,1500.0,1007.1,-120.38,25.87,30.72,22.94,84.17
GHA,GHA_GHA5.6_2,AssinCentral,Central,2000,1497.0,1124.4,-27.17,25.13,29.74,22.45,84.43
GHA,GHA_GHA5.6_2,AssinCentral,Central,2001,1441.6,925.6,-82.57,24.94,29.31,22.41,85.58
GHA,GHA_GHA5.6_2,AssinCentral,Central,2002,1603.9,1122.9,79.73,25.12,29.56,22.54,85.72
GHA,GHA_GHA5.6_2,AssinCentral,Central,2003,1406.8,897.7,-117.37,25.33,29.79,22.73,85.67
GHA,GHA_GHA5.6_2,AssinCentral,Central,2004,1425.4,1005.6,-98.77,25.19,29.69,22.56,85.38
GHA,GHA_GHA5.6_2,AssinCentral,Central,2005,1374.8,909.4,-149.37,25.28,29.64,22.69,85.37
GHA,GHA_GHA5.6_2,AssinCentral,Central,2006,1437.3,923.9,-86.87,25.2,29.57,22.67,85.88
GHA,GHA_GHA5.6_2,AssinCentral,Central,2007,1580.6,1161.5,56.43,25.31,29.95,22.55,84.3
GHA,GHA_GHA5.6_2,AssinCentral,Central,2008,1463.3,1051.7,-60.87,25.32,29.99,22.5,83.97
GHA,GHA_GHA5.6_2,AssinCentral,Central,2009,1471.1,1026.1,-53.07,25.28,29.61,22.74,85.34
GHA,GHA_GHA5.6_2,AssinCentral,Central,2010,1528.7,1070.7,4.53,25.57,29.95,22.95,85.51
GHA,GHA_GHA5.6_2,AssinCentral,Central,2011,1449.7,1065.5,-74.47,25.28,29.73,22.62,84.87
GHA,GHA_GHA5.6_2,AssinCentral,Central,2012,1579.3,1063.1,55.13,25.12,29.48,22.57,85.23
GHA,GHA_GHA5.6_2,AssinCentral,Central,2013,1366.2,884.8,-157.97,25.36,29.75,22.78,84.36
GHA,GHA_GHA5.6_2,AssinCentral,Central,2014,1803.9,1228.1,279.73,25.1,29.24,22.72,86.63
GHA,GHA_GHA5.6_2,AssinCentral,Central,2015,1293.8,816.1,-230.37,25.42,29.82,22.78,84.18
GHA,GHA_GHA5.6_2,AssinCentral,Central,2016,1815.9,1344.9,291.73,25.76,30.25,23.19,84.51
GHA,GHA_GHA5.6_2,AssinCentral,Central,2017,1444.0,940.4,-80.17,25.32,29.97,22.68,86.31
GHA,GHA_GHA5.6_2,AssinCentral,Central,2018,1519.7,1129.5,-4.47,25.28,30.1,22.57,86.33
GHA,GHA_GHA5.6_2,AssinCentral,Central,2019,1601.2,1163.4,77.03,25.67,30.5,23.03,86.92
GHA,GHA_GHA5.6_2,AssinCentral,Central,2020,1575.3,1203.7,51.13,25.74,30.84,22.89,84.8
GHA,GHA_GHA5.6_2,AssinCentral,Central,2021,1548.2,1206.0,24.03,25.66,30.85,22.86,85.89
GHA,GHA_GHA5.6_2,AssinCentral,Central,2022,1676.9,1214.0,152.73,25.23,30.75,22.25,84.95
GHA,GHA_GHA5.6_2,AssinCentral,Central,2023,1943.3,1391.2,419.13,25.73,31.24,22.77,85.04
GHA,GHA_GHA5.6_2,AssinCentral,Central,2024,1548.9,1104.1,24.73,26.22,31.81,23.1,82.98
GHA,GHA_GHA5.6_2,AssinCentral,Central,2025,1231.5,816.1,-292.67,25.83,30.69,22.93,83.94
GHA,GHA_GHA5.7_2,AssinNorth,Central,2000,1497.0,1124.4,6.41,25.42,30.18,22.62,83.17
GHA,GHA_GHA5.7_2,AssinNorth,Central,2001,1441.6,925.6,-48.99,25.24,29.78,22.59,84.27
GHA,GHA_GHA5.7_2,AssinNorth,Central,2002,1603.9,1122.9,113.31,25.41,29.98,22.72,84.49
GHA,GHA_GHA5.7_2,AssinNorth,Central,2003,1406.8,897.7,-83.79,25.62,30.23,22.91,84.38
GHA,GHA_GHA5.7_2,AssinNorth,Central,2004,1425.4,1005.6,-65.19,25.49,30.13,22.76,84.11
GHA,GHA_GHA5.7_2,AssinNorth,Central,2005,1374.8,909.4,-115.79,25.55,30.01,22.86,84.25
GHA,GHA_GHA5.7_2,AssinNorth,Central,2006,1437.3,923.9,-53.29,25.48,30.0,22.85,84.65
GHA,GHA_GHA5.7_2,AssinNorth,Central,2007,1580.6,1161.5,90.01,25.6,30.35,22.73,83.11
GHA,GHA_GHA5.7_2,AssinNorth,Central,2008,1463.3,1051.7,-27.29,25.6,30.39,22.67,82.75
GHA,GHA_GHA5.7_2,AssinNorth,Central,2009,1471.1,1026.1,-19.49,25.55,30.0,22.91,84.23
GHA,GHA_GHA5.7_2,AssinNorth,Central,2010,1528.7,1070.7,38.11,25.85,30.37,23.14,84.35
GHA,GHA_GHA5.7_2,AssinNorth,Central,2011,1449.7,1065.5,-40.89,25.57,30.16,22.81,83.57
GHA,GHA_GHA5.7_2,AssinNorth,Central,2012,1579.3,1063.1,88.71,25.39,29.88,22.74,84.04
GHA,GHA_GHA5.7_2,AssinNorth,Central,2013,1366.2,884.8,-124.39,25.63,30.13,22.96,83.18
GHA,GHA_GHA5.7_2,AssinNorth,Central,2014,1803.9,1228.1,313.31,25.37,29.64,22.89,85.49
GHA,GHA_GHA5.7_2,AssinNorth,Central,2015,1293.8,816.1,-196.79,25.73,30.29,22.96,82.78
GHA,GHA_GHA5.7_2,AssinNorth,Central,2016,1815.9,1344.9,325.31,26.07,30.7,23.38,83.19
GHA,GHA_GHA5.7_2,AssinNorth,Central,2017,1409.4,924.3,-81.19,25.94,30.63,23.13,83.37
GHA,GHA_GHA5.7_2,AssinNorth,Central,2018,1273.5,888.9,-217.09,25.88,30.68,23.02,83.75
GHA,GHA_GHA5.7_2,AssinNorth,Central,2019,1395.1,1016.7,-95.49,26.19,30.9,23.43,84.6
GHA,GHA_GHA5.7_2,AssinNorth,Central,2020,1398.3,1008.3,-92.29,26.33,31.39,23.35,82.1
GHA,GHA_GHA5.7_2,AssinNorth,Central,2021,1674.9,1257.0,184.31,26.25,31.4,23.3,83.39
GHA,GHA_GHA5.7_2,AssinNorth,Central,2022,1629.7,1102.7,139.11,25.84,31.32,22.69,82.27
GHA,GHA_GHA5.7_2,AssinNorth,Central,2023,1819.6,1236.6,329.01,26.29,31.7,23.21,82.59
GHA,GHA_GHA5.7_2,AssinNorth,Central,2024,1448.6,967.3,-41.99,26.76,32.23,23.52,80.57
GHA,GHA_GHA5.7_2,AssinNorth,Central,2025,1167.0,787.4,-323.59,26.21,30.96,23.22,82.56
GHA,GHA_GHA5.8_2,AssinSouth,Central,2000,1672.8,1194.3,1.08,25.09,29.59,22.36,85.41
GHA,GHA_GHA5.8_2,AssinSouth,Central,2001,1669.9,1009.0,-1.82,24.89,29.09,22.34,86.65
GHA,GHA_GHA5.8_2,AssinSouth,Central,2002,1713.6,1124.4,41.88,25.11,29.45,22.46,86.42
GHA,GHA_GHA5.8_2,AssinSouth,Central,2003,1665.7,1038.0,-6.02,25.27,29.58,22.67,86.78
GHA,GHA_GHA5.8_2,AssinSouth,Central,2004,1630.0,1146.4,-41.72,25.17,29.53,22.48,86.17
GHA,GHA_GHA5.8_2,AssinSouth,Central,2005,1500.3,953.0,-171.42,25.27,29.49,22.65,86.08
GHA,GHA_GHA5.8_2,AssinSouth,Central,2006,1528.3,1021.2,-143.42,25.18,29.42,22.63,86.74
GHA,GHA_GHA5.8_2,AssinSouth,Central,2007,1856.4,1356.3,184.68,25.28,29.82,22.47,85.23
GHA,GHA_GHA5.8_2,AssinSouth,Central,2008,1628.9,1112.7,-42.82,25.29,29.83,22.42,84.95
GHA,GHA_GHA5.8_2,AssinSouth,Central,2009,1682.1,1159.5,10.38,25.24,29.48,22.66,86.28
GHA,GHA_GHA5.8_2,AssinSouth,Central,2010,1713.2,1171.4,41.48,25.55,29.79,22.89,86.34
GHA,GHA_GHA5.8_2,AssinSouth,Central,2011,1583.1,1144.7,-88.62,25.24,29.58,22.54,85.83
GHA,GHA_GHA5.8_2,AssinSouth,Central,2012,1894.1,1268.2,222.38,25.08,29.34,22.51,86.18
GHA,GHA_GHA5.8_2,AssinSouth,Central,2013,1498.8,908.3,-172.92,25.32,29.58,22.71,85.32
GHA,GHA_GHA5.8_2,AssinSouth,Central,2014,2032.8,1314.1,361.08,25.06,29.07,22.69,87.55
GHA,GHA_GHA5.8_2,AssinSouth,Central,2015,1475.9,888.9,-195.82,25.33,29.54,22.68,85.58
GHA,GHA_GHA5.8_2,AssinSouth,Central,2016,2044.2,1462.5,372.48,25.72,30.06,23.13,85.56
GHA,GHA_GHA5.8_2,AssinSouth,Central,2017,1659.0,990.6,-12.72,25.28,29.66,22.72,86.84
GHA,GHA_GHA5.8_2,AssinSouth,Central,2018,1760.7,1261.8,88.98,25.25,29.78,22.59,86.9
GHA,GHA_GHA5.8_2,AssinSouth,Central,2019,1602.4,1148.4,-69.32,25.61,30.11,22.97,87.45
GHA,GHA_GHA5.8_2,AssinSouth,Central,2020,1658.9,1238.9,-12.82,25.63,30.38,22.82,85.61
GHA,GHA_GHA5.8_2,AssinSouth,Central,2021,1635.6,1262.0,-36.12,25.54,30.33,22.78,86.69
GHA,GHA_GHA5.8_2,AssinSouth,Central,2022,1687.1,1177.2,15.38,25.13,30.3,22.16,85.69
GHA,GHA_GHA5.8_2,AssinSouth,Central,2023,1820.7,1324.4,148.98,25.73,30.98,22.74,85.13
GHA,GHA_GHA5.8_2,AssinSouth,Central,2024,1450.6,962.1,-221.12,26.05,31.38,22.95,84.05
GHA,GHA_GHA5.8_2,AssinSouth,Central,2025,1399.5,931.2,-272.22,25.66,30.79,22.75,85.22
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2000,650.1,499.3,-252.18,26.27,29.54,24.07,81.87
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2001,770.3,498.4,-131.98,26.17,29.26,24.08,82.36
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2002,682.2,481.9,-220.08,26.43,29.71,24.16,81.67
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2003,764.8,480.2,-137.48,26.58,29.79,24.39,82.2
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2004,585.2,434.6,-317.08,26.5,29.78,24.24,81.46
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2005,808.8,595.4,-93.48,26.47,29.6,24.28,82.26
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2006,671.5,525.0,-230.78,26.61,29.84,24.4,81.49
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2007,1009.7,838.1,107.42,26.44,29.73,24.13,81.79
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2008,842.4,661.9,-59.88,26.44,29.66,24.14,81.77
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2009,875.5,722.8,-26.78,26.45,29.59,24.33,82.35
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2010,851.9,635.6,-50.38,26.8,29.83,24.69,82.28
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2011,714.9,544.8,-187.38,26.48,29.61,24.28,81.82
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2012,777.0,576.9,-125.28,26.31,29.47,24.19,82.15
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2013,605.4,434.7,-296.88,26.5,29.71,24.33,81.49
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2014,1185.9,908.1,283.62,26.27,29.19,24.3,83.8
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2015,798.9,588.8,-103.38,26.44,29.5,24.27,82.37
GHA,GHA_GHA5.10_2,AwutuSenyaEast,Central,2016,954.1,717.3,51.82,26.7,29.83,24.63,83.22
