iso3,district_id,district_name,region,year,precipitation_sum_mm,rainy_season_precip_mm,precip_anomaly_mm,temp_mean_c,temp_max_c,temp_min_c,relative_humidity_mean
TGO,TGO_TGO.5.7_2,Tône,Savanes,2016,593.6,540.3,-93.68,28.44,34.13,23.4,52.71
TGO,TGO_TGO.5.7_2,Tône,Savanes,2017,461.2,452.1,-226.08,27.87,33.26,23.23,51.26
TGO,TGO_TGO.5.7_2,Tône,Savanes,2018,651.9,617.9,-35.38,27.72,32.94,23.35,55.44
TGO,TGO_TGO.5.7_2,Tône,Savanes,2019,859.6,834.6,172.32,28.02,33.22,23.59,55.28
TGO,TGO_TGO.5.7_2,Tône,Savanes,2020,914.3,881.1,227.02,28.05,33.26,23.54,52.23
TGO,TGO_TGO.5.7_2,Tône,Savanes,2021,653.0,644.4,-34.28,28.54,33.95,23.93,49.74
TGO,TGO_TGO.5.7_2,Tône,Savanes,2022,826.3,759.7,139.02,27.51,32.88,22.89,51.59
TGO,TGO_TGO.5.7_2,Tône,Savanes,2023,799.9,746.2,112.62,28.27,33.84,23.56,51.92
TGO,TGO_TGO.5.7_2,Tône,Savanes,2024,804.1,788.2,116.82,28.31,33.91,23.66,50.5
TGO,TGO_TGO.5.7_2,Tône,Savanes,2025,922.3,884.3,235.02,28.45,34.2,23.79,52.63
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2000,701.1,691.9,-42.88,27.91,34.06,22.24,47.79
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2001,750.9,738.7,6.92,28.14,34.5,22.29,45.58
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2002,798.7,785.1,54.72,28.2,34.34,22.56,49.02
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2003,762.3,721.4,18.32,28.32,34.37,22.77,49.89
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2004,579.7,543.2,-164.28,28.49,34.67,22.88,48.66
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2005,764.9,735.5,20.92,28.75,34.82,23.18,48.27
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2006,665.1,658.8,-78.88,28.76,35.0,23.06,46.08
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2007,604.5,580.3,-139.48,28.37,34.6,22.73,47.02
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2008,743.2,740.2,-0.78,27.86,34.04,22.16,47.17
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2009,727.6,720.4,-16.38,28.61,34.74,23.06,49.84
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2010,802.3,754.8,58.32,28.51,34.53,23.02,50.8
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2011,533.9,520.6,-210.08,28.75,35.04,22.94,46.42
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2012,1103.8,1077.5,359.82,27.93,33.86,22.55,52.52
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2013,655.7,614.4,-88.28,28.33,34.23,23.04,52.12
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2014,741.3,681.9,-2.68,28.42,34.41,22.96,50.78
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2015,782.8,763.3,38.82,28.43,34.52,22.86,47.07
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2016,737.2,673.7,-6.78,28.76,34.82,23.23,49.45
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2017,710.3,708.0,-33.68,28.22,34.17,23.12,47.16
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2018,694.2,660.6,-49.78,27.88,33.69,23.03,51.51
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2019,749.3,734.0,5.32,28.35,34.1,23.39,50.52
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2020,706.9,703.8,-37.08,28.2,33.81,23.26,49.07
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2021,517.1,514.9,-226.88,28.45,34.21,23.39,46.92
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2022,875.6,845.8,131.62,27.45,33.21,22.57,48.95
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2023,678.1,654.7,-65.88,28.49,34.37,23.36,47.45
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2024,1076.2,1043.2,332.22,27.99,33.81,23.18,49.56
BEN,BEN_BEN.1.1_1,Banikoara,Alibori,2025,880.8,875.6,136.82,27.77,33.63,23.09,54.1
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2000,874.6,862.3,12.95,27.42,33.5,21.83,51.84
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2001,915.6,888.6,53.95,27.73,34.05,21.8,49.1
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2002,991.2,970.9,129.55,27.72,33.81,22.22,52.88
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2003,983.7,925.6,122.05,28.01,34.09,22.45,52.73
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2004,744.5,687.6,-117.15,28.12,34.33,22.52,51.59
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2005,819.6,789.2,-42.05,28.44,34.57,22.89,51.36
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2006,772.0,766.0,-89.65,28.31,34.53,22.62,50.19
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2007,696.4,662.8,-165.25,28.0,34.28,22.4,50.07
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2008,877.0,874.3,15.35,27.6,33.83,21.9,50.18
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2009,913.5,907.6,51.85,28.37,34.58,22.74,52.34
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2010,937.6,890.1,75.95,28.04,34.06,22.65,54.41
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2011,651.8,629.4,-209.85,28.33,34.67,22.59,49.99
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2012,1302.2,1253.5,440.55,27.65,33.65,22.27,55.11
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2013,767.5,720.5,-94.15,28.02,33.98,22.72,54.76
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2014,866.0,791.5,4.35,28.1,34.03,22.68,53.69
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2015,848.7,817.7,-12.95,28.18,34.39,22.57,49.77
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2016,993.2,873.9,131.55,28.21,34.25,22.82,53.5
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2017,787.3,781.7,-74.35,27.81,33.74,22.77,50.37
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2018,833.3,791.6,-28.35,27.4,33.16,22.58,54.89
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2019,782.8,758.1,-78.85,27.66,33.3,22.88,55.1
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2020,700.0,677.4,-161.65,27.81,33.4,22.89,51.58
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2021,655.6,655.0,-206.05,28.08,33.83,23.02,50.01
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2022,928.0,910.1,66.35,27.02,32.78,22.23,51.74
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2023,709.1,695.5,-152.55,27.91,33.83,22.91,51.29
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2024,1089.0,1052.2,227.35,27.72,33.65,22.83,51.65
BEN,BEN_BEN.1.2_1,Gogounou,Alibori,2025,962.7,959.9,101.05,27.26,33.15,22.61,57.67
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2000,778.9,768.9,32.25,27.92,34.06,22.2,48.57
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2001,729.5,714.0,-17.15,28.15,34.48,22.21,46.42
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2002,880.5,868.6,133.85,28.14,34.23,22.57,50.27
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2003,759.1,727.3,12.45,28.46,34.49,22.87,49.83
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2004,562.7,535.1,-183.95,28.67,34.83,23.03,48.45
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2005,707.9,687.0,-38.75,28.87,34.97,23.24,48.55
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2006,640.1,635.5,-106.55,28.78,34.99,23.04,46.93
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2007,577.2,562.2,-169.45,28.5,34.76,22.84,47.12
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2008,752.7,750.4,6.05,27.97,34.15,22.24,47.59
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2009,730.7,725.1,-15.95,28.81,34.96,23.19,49.42
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2010,787.3,755.8,40.65,28.55,34.55,23.04,51.46
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2011,512.0,498.5,-234.65,28.9,35.25,23.03,46.44
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2012,1043.6,1025.5,296.95,28.09,34.04,22.68,52.63
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2013,599.0,557.9,-147.65,28.51,34.37,23.14,52.01
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2014,766.8,708.9,20.15,28.52,34.47,23.06,50.94
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2015,704.9,684.1,-41.75,28.58,34.69,22.95,47.13
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2016,797.9,728.5,51.25,28.62,34.62,23.14,51.15
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2017,655.8,648.4,-90.85,28.28,34.31,23.05,47.59
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2018,758.5,719.0,11.85,27.82,33.63,22.93,52.49
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2019,742.7,739.6,-3.95,28.28,34.06,23.3,51.46
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2020,745.8,731.0,-0.85,28.27,33.88,23.28,49.31
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2021,543.6,543.1,-203.05,28.54,34.32,23.38,47.28
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2022,883.0,844.7,136.35,27.54,33.36,22.58,49.03
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2023,740.4,719.1,-6.25,28.44,34.38,23.25,48.59
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2024,1001.8,977.3,255.15,28.16,34.07,23.22,49.4
BEN,BEN_BEN.1.3_1,Kandi,Alibori,2025,1010.6,1006.2,263.95,27.94,33.94,23.18,53.91
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2000,495.5,495.0,-80.7,28.74,35.22,22.7,42.92
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2001,601.6,598.3,25.4,28.83,35.41,22.68,41.89
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2002,639.1,633.4,62.9,28.93,35.29,23.06,45.05
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2003,541.9,531.7,-34.3,29.17,35.5,23.27,45.12
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2004,357.9,351.4,-218.3,29.33,35.73,23.42,44.02
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2005,490.0,478.4,-86.2,29.63,36.01,23.72,43.23
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2006,532.3,531.0,-43.9,29.45,35.92,23.44,41.98
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2007,444.9,439.0,-131.3,29.12,35.58,23.21,42.84
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2008,516.9,516.9,-59.3,28.52,34.88,22.57,43.02
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2009,526.1,524.0,-50.1,29.39,35.7,23.57,45.63
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2010,629.4,616.3,53.2,29.24,35.55,23.47,46.78
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2011,390.5,381.8,-185.7,29.66,36.3,23.48,41.01
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2012,787.4,775.5,211.2,28.81,34.92,23.19,48.05
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2013,546.5,517.0,-29.7,29.36,35.52,23.66,47.1
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2014,596.4,568.1,20.2,29.28,35.57,23.49,45.9
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2015,640.0,632.7,63.8,29.12,35.41,23.26,43.24
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2016,575.6,542.7,-0.6,29.55,35.81,23.76,45.23
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2017,574.0,573.2,-2.2,28.72,35.1,23.22,43.97
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2018,655.8,636.5,79.6,28.76,34.91,23.39,46.74
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2019,589.5,588.1,13.3,29.09,35.23,23.73,46.15
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2020,505.1,502.6,-71.1,28.91,34.84,23.56,45.39
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2021,498.0,497.6,-78.2,29.33,35.48,23.77,41.75
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2022,604.7,599.6,28.5,28.15,34.24,22.75,45.27
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2023,579.6,565.2,3.4,29.33,35.54,23.71,43.05
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2024,838.5,820.3,262.3,28.85,34.94,23.42,45.38
BEN,BEN_BEN.1.4_1,Karimama,Alibori,2025,824.0,822.9,247.8,29.51,35.4,24.04,46.96
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2000,571.0,567.0,-77.0,28.61,35.02,22.58,44.62
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2001,601.8,595.0,-46.2,28.71,35.27,22.46,43.46
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2002,742.6,737.9,94.6,28.83,35.09,22.96,46.88
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2003,605.1,590.5,-42.9,29.13,35.36,23.19,46.34
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2004,466.6,461.2,-181.4,29.41,35.76,23.46,44.55
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2005,615.0,598.4,-33.0,29.54,35.85,23.55,45.01
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2006,502.6,500.7,-145.4,29.46,35.9,23.3,43.0
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2007,526.3,516.3,-121.7,29.11,35.52,23.16,44.17
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2008,675.1,675.0,27.1,28.52,34.85,22.51,44.44
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2009,654.8,652.1,6.8,29.45,35.72,23.56,46.02
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2010,642.2,628.5,-5.8,29.32,35.63,23.42,47.27
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2011,443.0,432.7,-205.0,29.41,35.82,23.32,43.5
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2012,885.1,881.2,237.1,28.78,34.81,23.12,49.32
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2013,627.3,592.9,-20.7,29.25,35.31,23.55,48.93
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2014,687.1,655.5,39.1,29.11,35.25,23.38,47.88
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2015,625.9,612.4,-22.1,29.2,35.41,23.28,43.88
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2016,684.8,655.0,36.8,29.37,35.52,23.63,47.46
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2017,572.2,570.6,-75.8,28.68,34.98,23.21,45.23
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2018,667.3,655.3,19.3,28.31,34.3,23.12,50.43
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2019,727.8,726.3,79.8,28.74,34.68,23.55,49.24
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2020,538.0,527.9,-110.0,28.67,34.55,23.39,47.76
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2021,600.9,600.9,-47.1,29.09,35.16,23.63,44.09
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2022,721.0,710.2,73.0,28.11,34.24,22.71,46.43
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2023,596.3,587.1,-51.7,28.98,35.13,23.47,46.14
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2024,1019.3,993.3,371.3,28.56,34.7,23.27,47.62
BEN,BEN_BEN.1.5_1,Malanville,Alibori,2025,849.0,848.7,201.0,28.65,34.84,23.42,51.18
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2000,821.7,818.5,17.84,27.46,33.48,21.82,49.62
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2001,855.2,834.6,51.34,27.64,33.85,21.76,47.64
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2002,938.8,921.8,134.94,27.71,33.69,22.19,51.31
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2003,851.6,818.6,47.74,28.02,33.99,22.48,50.56
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2004,640.2,603.4,-163.66,28.27,34.37,22.65,48.57
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2005,745.7,717.3,-58.16,28.53,34.54,22.87,48.96
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2006,732.7,730.0,-71.16,28.41,34.58,22.66,47.59
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2007,666.0,651.0,-137.86,28.08,34.23,22.44,47.98
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2008,856.9,853.9,53.04,27.7,33.82,21.95,47.8
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2009,825.8,823.3,21.94,28.3,34.31,22.73,50.48
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2010,888.0,864.2,84.14,28.13,34.07,22.65,52.02
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2011,568.6,555.5,-235.26,28.4,34.58,22.63,47.5
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2012,1052.6,1039.8,248.74,27.79,33.66,22.37,52.56
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2013,725.6,671.8,-78.26,28.2,34.03,22.82,52.34
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2014,858.3,804.5,54.44,28.16,34.01,22.72,51.52
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2015,772.8,751.8,-31.06,28.19,34.18,22.59,47.78
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2016,909.2,835.0,105.34,28.21,34.1,22.76,51.84
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2017,759.2,753.4,-44.66,28.08,33.97,23.01,48.23
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2018,744.3,721.2,-59.56,27.58,33.24,22.82,53.24
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2019,711.5,703.2,-92.36,27.85,33.43,23.15,53.53
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2020,651.6,629.0,-152.26,27.92,33.48,23.08,50.23
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2021,656.5,656.2,-147.36,28.14,33.86,23.21,48.63
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2022,831.0,791.9,27.14,27.23,32.91,22.49,50.02
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2023,759.1,723.0,-44.76,27.98,33.78,23.07,50.47
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2024,1075.9,1052.8,272.04,27.92,33.76,23.03,50.04
BEN,BEN_BEN.1.6_1,Ségbana,Alibori,2025,1001.5,997.3,197.64,28.34,34.1,23.41,52.35
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2000,993.2,973.1,-78.17,26.86,32.94,21.32,59.0
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2001,1007.1,933.8,-64.27,27.05,33.38,21.25,56.84
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2002,1346.2,1269.3,274.83,27.16,33.13,21.79,59.65
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2003,1211.8,1054.6,140.43,27.2,33.2,21.75,60.7
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2004,1012.3,847.7,-59.07,27.11,33.13,21.73,61.56
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2005,996.6,918.7,-74.77,27.37,33.31,22.07,60.76
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2006,1111.9,1064.2,40.53,27.37,33.38,21.93,59.13
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2007,993.5,910.0,-77.87,26.99,33.01,21.66,60.03
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2008,1088.3,1037.8,16.93,26.86,32.96,21.42,58.5
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2009,1328.2,1194.7,256.83,27.23,33.15,22.01,62.8
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2010,1204.8,1093.8,133.43,27.2,33.07,21.98,63.04
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2011,888.0,832.9,-183.37,27.32,33.46,21.89,59.88
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2012,1366.1,1189.2,294.73,26.8,32.59,21.68,62.87
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2013,1166.2,1047.7,94.83,27.16,32.93,22.14,63.0
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2014,1264.0,1102.8,192.63,27.17,32.92,21.96,62.7
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2015,1194.7,1114.7,123.33,27.26,33.34,21.82,58.83
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2016,1247.0,1109.0,175.63,27.42,33.38,22.17,61.38
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2017,672.0,646.3,-399.37,27.63,33.09,22.84,55.95
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2018,954.1,871.7,-117.27,27.12,32.39,22.7,61.1
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2019,997.3,947.4,-74.07,27.42,32.59,23.04,60.62
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2020,863.5,821.1,-207.87,27.58,32.73,23.13,57.44
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2021,879.3,831.4,-192.07,27.87,33.2,23.34,55.63
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2022,1054.1,934.9,-17.27,27.03,32.46,22.55,56.73
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2023,1043.2,960.5,-28.17,27.64,33.13,23.12,57.71
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2024,1102.7,1053.2,31.33,27.88,33.18,23.54,56.11
BEN,BEN_BEN.2.1_1,Boukoumbé,Atakora,2025,869.5,856.4,-201.87,28.42,33.86,23.96,55.75
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2000,684.6,669.8,-107.93,28.13,34.17,22.52,52.63
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2001,696.0,641.2,-96.53,28.29,34.51,22.51,50.54
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2002,910.4,879.7,117.87,28.34,34.25,22.96,53.85
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2003,832.5,750.5,39.97,28.36,34.27,22.94,54.95
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2004,596.3,529.3,-196.23,28.42,34.42,22.95,54.72
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2005,629.4,578.1,-163.13,28.57,34.47,23.24,54.63
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2006,649.4,622.8,-143.13,28.66,34.66,23.2,52.3
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2007,676.0,618.2,-116.53,28.28,34.33,22.84,53.67
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2008,757.4,733.9,-35.13,27.93,33.96,22.45,53.01
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2009,841.6,783.1,49.07,28.47,34.39,23.17,56.35
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2010,841.6,780.4,49.07,28.35,34.15,23.1,57.23
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2011,598.7,574.3,-193.83,28.66,34.7,23.22,53.22
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2012,1019.7,911.0,227.17,27.91,33.62,22.77,57.5
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2013,756.1,682.3,-36.43,28.32,34.1,23.22,57.2
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2014,896.7,797.0,104.17,28.36,34.06,23.15,56.72
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2015,904.0,852.5,111.47,28.33,34.25,22.94,53.42
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2016,788.5,723.4,-4.03,28.56,34.45,23.26,55.37
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2017,522.0,508.5,-270.53,28.2,33.83,23.35,53.88
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2018,806.3,739.8,13.77,27.89,33.38,23.33,58.01
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2019,950.5,911.8,157.97,28.18,33.6,23.57,57.95
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2020,806.1,764.1,13.57,28.14,33.49,23.48,55.42
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2021,698.8,672.7,-93.73,28.5,34.05,23.73,53.53
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2022,963.5,833.8,170.97,27.55,33.14,22.82,54.97
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2023,847.1,803.0,54.57,28.38,34.14,23.54,54.76
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2024,1002.3,940.3,209.77,28.46,34.06,23.65,54.32
BEN,BEN_BEN.2.2_1,Cobly,Atakora,2025,930.2,910.5,137.67,28.77,34.47,23.97,55.42
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2000,823.2,808.3,-42.23,27.32,33.5,21.83,51.33
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2001,857.9,829.2,-7.53,27.58,33.95,21.8,48.78
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2002,1049.1,1022.2,183.67,27.43,33.6,22.03,53.21
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2003,1059.1,978.2,193.67,27.7,33.85,22.28,53.4
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2004,867.1,799.6,1.67,27.6,33.8,22.29,53.79
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2005,902.3,858.4,36.87,27.96,34.09,22.63,52.75
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2006,803.8,796.9,-61.63,27.93,34.2,22.42,50.91
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2007,692.2,656.0,-173.23,27.55,33.82,22.18,51.49
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2008,804.2,792.3,-61.23,27.35,33.63,21.79,50.26
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2009,928.0,900.7,62.57,27.89,34.13,22.51,54.05
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2010,883.7,837.9,18.27,27.88,34.0,22.58,54.4
BEN,BEN_BEN.2.3_1,Kérou,Atakora,2011,631.6,616.9,-233.83,27.9,34.21,22.35,51.35
